,material,compatibility,chemical
0,,,Copper Chloride
1,ABS plastic,A - Excellent,Copper Chloride
2,Acetal (Delrin®),A - Excellent,Copper Chloride
3,Aluminum,N/A,Copper Chloride
4,Brass,N/A,Copper Chloride
5,Bronze,D - Poor,Copper Chloride
6,Buna N (Nitrile),A - Excellent,Copper Chloride
7,Carbon graphite,N/A,Copper Chloride
8,Carbon Steel,N/A,Copper Chloride
9,Carpenter 20,D - Poor,Copper Chloride
10,Cast iron,N/A,Copper Chloride
11,Ceramic Al203,A - Excellent,Copper Chloride
12,Ceramic magnet,A - Excellent,Copper Chloride
13,ChemRaz (FFKM),A - Excellent,Copper Chloride
14,Copper,N/A,Copper Chloride
15,CPVC,A - Excellent,Copper Chloride
16,EPDM,A - Excellent,Copper Chloride
17,Epoxy,A - Excellent,Copper Chloride
18,Fluorocarbon (FKM),A - Excellent,Copper Chloride
19,Hastelloy-C®,N/A,Copper Chloride
20,Hypalon®,C - Fair,Copper Chloride
21,Hytrel®,A1 - Excellent,Copper Chloride
22,Kalrez,A - Excellent,Copper Chloride
23,Kel-F®,A - Excellent,Copper Chloride
24,LDPE,N/A,Copper Chloride
25,Natural rubber,C - Fair,Copper Chloride
26,Neoprene,A - Excellent,Copper Chloride
27,NORYL®,A - Excellent,Copper Chloride
28,Nylon,D - Poor,Copper Chloride
29,Polycarbonate,N/A,Copper Chloride
30,Polyetherether Ketone (PEEK),A - Excellent,Copper Chloride
31,Polypropylene,A - Excellent,Copper Chloride
32,Polyurethane,B - Good,Copper Chloride
33,PPS (Ryton®),A - Excellent,Copper Chloride
34,PTFE,A - Excellent,Copper Chloride
35,PVC,A1 - Excellent,Copper Chloride
36,PVDF (Kynar®),A - Excellent,Copper Chloride
37,Silicone,A1 - Excellent,Copper Chloride
38,stainless steel - 304,D - Poor,Copper Chloride
39,stainless steel - 316,D - Poor,Copper Chloride
40,Titanium,D - Poor,Copper Chloride
41,Tygon®,A - Excellent,Copper Chloride
42,Viton®,A - Excellent,Copper Chloride
