,material,compatibility,chemical
0,,,Oils:Aniline
1,ABS plastic,D - Poor,Oils:Aniline
2,Acetal (Delrin®),D - Poor,Oils:Aniline
3,Aluminum,D - Poor,Oils:Aniline
4,Brass,D - Poor,Oils:Aniline
5,Bronze,A - Excellent,Oils:Aniline
6,Buna N (Nitrile),D - Poor,Oils:Aniline
7,Carbon graphite,N/A,Oils:Aniline
8,Carbon Steel,A - Excellent,Oils:Aniline
9,Carpenter 20,A - Excellent,Oils:Aniline
10,Cast iron,A - Excellent,Oils:Aniline
11,Ceramic Al203,N/A,Oils:Aniline
12,Ceramic magnet,N/A,Oils:Aniline
13,ChemRaz (FFKM),A - Excellent,Oils:Aniline
14,Copper,D - Poor,Oils:Aniline
15,CPVC,N/A,Oils:Aniline
16,EPDM,B - Good,Oils:Aniline
17,Epoxy,A - Excellent,Oils:Aniline
18,Fluorocarbon (FKM),C - Fair,Oils:Aniline
19,Hastelloy-C®,B - Good,Oils:Aniline
20,Hypalon®,D - Poor,Oils:Aniline
21,Hytrel®,D - Poor,Oils:Aniline
22,Kalrez,N/A,Oils:Aniline
23,Kel-F®,N/A,Oils:Aniline
24,LDPE,N/A,Oils:Aniline
25,Natural rubber,D - Poor,Oils:Aniline
26,Neoprene,D - Poor,Oils:Aniline
27,NORYL®,D - Poor,Oils:Aniline
28,Nylon,A - Excellent,Oils:Aniline
29,Polycarbonate,N/A,Oils:Aniline
30,Polyetherether Ketone (PEEK),A - Excellent,Oils:Aniline
31,Polypropylene,A - Excellent,Oils:Aniline
32,Polyurethane,D - Poor,Oils:Aniline
33,PPS (Ryton®),N/A,Oils:Aniline
34,PTFE,A - Excellent,Oils:Aniline
35,PVC,D - Poor,Oils:Aniline
36,PVDF (Kynar®),A - Excellent,Oils:Aniline
37,Silicone,D - Poor,Oils:Aniline
38,stainless steel - 304,A - Excellent,Oils:Aniline
39,stainless steel - 316,A - Excellent,Oils:Aniline
40,Titanium,D - Poor,Oils:Aniline
41,Tygon®,D - Poor,Oils:Aniline
42,Viton®,C - Fair,Oils:Aniline
