,material,compatibility,chemical
0,,,Soap Solutions
1,ABS plastic,A - Excellent,Soap Solutions
2,Acetal (Delrin®),A - Excellent,Soap Solutions
3,Aluminum,C - Fair,Soap Solutions
4,Brass,B - Good,Soap Solutions
5,Bronze,B - Good,Soap Solutions
6,Buna N (Nitrile),A - Excellent,Soap Solutions
7,Carbon graphite,A - Excellent,Soap Solutions
8,Carbon Steel,A - Excellent,Soap Solutions
9,Carpenter 20,A - Excellent,Soap Solutions
10,Cast iron,A - Excellent,Soap Solutions
11,Ceramic Al203,A - Excellent,Soap Solutions
12,Ceramic magnet,A - Excellent,Soap Solutions
13,ChemRaz (FFKM),B - Good,Soap Solutions
14,Copper,A - Excellent,Soap Solutions
15,CPVC,A - Excellent,Soap Solutions
16,EPDM,A - Excellent,Soap Solutions
17,Epoxy,A - Excellent,Soap Solutions
18,Fluorocarbon (FKM),A - Excellent,Soap Solutions
19,Hastelloy-C®,A - Excellent,Soap Solutions
20,Hypalon®,A - Excellent,Soap Solutions
21,Hytrel®,A - Excellent,Soap Solutions
22,Kalrez,A - Excellent,Soap Solutions
23,Kel-F®,N/A,Soap Solutions
24,LDPE,D - Poor,Soap Solutions
25,Natural rubber,B - Good,Soap Solutions
26,Neoprene,B - Good,Soap Solutions
27,NORYL®,A1 - Excellent,Soap Solutions
28,Nylon,A1 - Excellent,Soap Solutions
29,Polycarbonate,A1 - Excellent,Soap Solutions
30,Polyetherether Ketone (PEEK),A - Excellent,Soap Solutions
31,Polypropylene,A - Excellent,Soap Solutions
32,Polyurethane,A - Excellent,Soap Solutions
33,PPS (Ryton®),A - Excellent,Soap Solutions
34,PTFE,A - Excellent,Soap Solutions
35,PVC,A - Excellent,Soap Solutions
36,PVDF (Kynar®),A1 - Excellent,Soap Solutions
37,Silicone,A - Excellent,Soap Solutions
38,stainless steel - 304,A - Excellent,Soap Solutions
39,stainless steel - 316,A1 - Excellent,Soap Solutions
40,Titanium,A - Excellent,Soap Solutions
41,Tygon®,B - Good,Soap Solutions
42,Viton®,A - Excellent,Soap Solutions
