,material,compatibility,chemical
0,,,Copper Cyanide
1,ABS plastic,N/A,Copper Cyanide
2,Acetal (Delrin®),A - Excellent,Copper Cyanide
3,Aluminum,D - Poor,Copper Cyanide
4,Brass,D - Poor,Copper Cyanide
5,Bronze,D - Poor,Copper Cyanide
6,Buna N (Nitrile),A - Excellent,Copper Cyanide
7,Carbon graphite,A - Excellent,Copper Cyanide
8,Carbon Steel,N/A,Copper Cyanide
9,Carpenter 20,B - Good,Copper Cyanide
10,Cast iron,A - Excellent,Copper Cyanide
11,Ceramic Al203,A - Excellent,Copper Cyanide
12,Ceramic magnet,A - Excellent,Copper Cyanide
13,ChemRaz (FFKM),A - Excellent,Copper Cyanide
14,Copper,N/A,Copper Cyanide
15,CPVC,A - Excellent,Copper Cyanide
16,EPDM,A - Excellent,Copper Cyanide
17,Epoxy,B1 - Good,Copper Cyanide
18,Fluorocarbon (FKM),A - Excellent,Copper Cyanide
19,Hastelloy-C®,A1 - Excellent,Copper Cyanide
20,Hypalon®,C - Fair,Copper Cyanide
21,Hytrel®,N/A,Copper Cyanide
22,Kalrez,A - Excellent,Copper Cyanide
23,Kel-F®,N/A,Copper Cyanide
24,LDPE,B2 - Good,Copper Cyanide
25,Natural rubber,A - Excellent,Copper Cyanide
26,Neoprene,A - Excellent,Copper Cyanide
27,NORYL®,A1 - Excellent,Copper Cyanide
28,Nylon,D - Poor,Copper Cyanide
29,Polycarbonate,D - Poor,Copper Cyanide
30,Polyetherether Ketone (PEEK),A - Excellent,Copper Cyanide
31,Polypropylene,A - Excellent,Copper Cyanide
32,Polyurethane,A - Excellent,Copper Cyanide
33,PPS (Ryton®),A - Excellent,Copper Cyanide
34,PTFE,A - Excellent,Copper Cyanide
35,PVC,A2 - Excellent,Copper Cyanide
36,PVDF (Kynar®),A - Excellent,Copper Cyanide
37,Silicone,A - Excellent,Copper Cyanide
38,stainless steel - 304,B - Good,Copper Cyanide
39,stainless steel - 316,B - Good,Copper Cyanide
40,Titanium,B - Good,Copper Cyanide
41,Tygon®,N/A,Copper Cyanide
42,Viton®,A - Excellent,Copper Cyanide
