,material,compatibility,chemical
0,,,Barium Hydroxide
1,ABS plastic,A2 - Excellent,Barium Hydroxide
2,Acetal (Delrin®),D - Poor,Barium Hydroxide
3,Aluminum,D - Poor,Barium Hydroxide
4,Brass,D - Poor,Barium Hydroxide
5,Bronze,D - Poor,Barium Hydroxide
6,Buna N (Nitrile),A - Excellent,Barium Hydroxide
7,Carbon graphite,A - Excellent,Barium Hydroxide
8,Carbon Steel,A - Excellent,Barium Hydroxide
9,Carpenter 20,B1 - Good,Barium Hydroxide
10,Cast iron,D - Poor,Barium Hydroxide
11,Ceramic Al203,A - Excellent,Barium Hydroxide
12,Ceramic magnet,A - Excellent,Barium Hydroxide
13,ChemRaz (FFKM),B - Good,Barium Hydroxide
14,Copper,N/A,Barium Hydroxide
15,CPVC,A2 - Excellent,Barium Hydroxide
16,EPDM,A - Excellent,Barium Hydroxide
17,Epoxy,A2 - Excellent,Barium Hydroxide
18,Fluorocarbon (FKM),A - Excellent,Barium Hydroxide
19,Hastelloy-C®,B - Good,Barium Hydroxide
20,Hypalon®,A - Excellent,Barium Hydroxide
21,Hytrel®,B1 - Good,Barium Hydroxide
22,Kalrez,A - Excellent,Barium Hydroxide
23,Kel-F®,A - Excellent,Barium Hydroxide
24,LDPE,B2 - Good,Barium Hydroxide
25,Natural rubber,A - Excellent,Barium Hydroxide
26,Neoprene,A - Excellent,Barium Hydroxide
27,NORYL®,A2 - Excellent,Barium Hydroxide
28,Nylon,A1 - Excellent,Barium Hydroxide
29,Polycarbonate,D - Poor,Barium Hydroxide
30,Polyetherether Ketone (PEEK),N/A,Barium Hydroxide
31,Polypropylene,B - Good,Barium Hydroxide
32,Polyurethane,D - Poor,Barium Hydroxide
33,PPS (Ryton®),A - Excellent,Barium Hydroxide
34,PTFE,A - Excellent,Barium Hydroxide
35,PVC,A2 - Excellent,Barium Hydroxide
36,PVDF (Kynar®),A - Excellent,Barium Hydroxide
37,Silicone,A - Excellent,Barium Hydroxide
38,stainless steel - 304,B1 - Good,Barium Hydroxide
39,stainless steel - 316,B - Good,Barium Hydroxide
40,Titanium,B - Good,Barium Hydroxide
41,Tygon®,N/A,Barium Hydroxide
42,Viton®,A - Excellent,Barium Hydroxide
