,material,compatibility,chemical
0,,,Nitric Acid (5-10%)
1,ABS plastic,C - Fair,Nitric Acid (5-10%)
2,Acetal (Delrin®),D - Poor,Nitric Acid (5-10%)
3,Aluminum,D - Poor,Nitric Acid (5-10%)
4,Brass,D - Poor,Nitric Acid (5-10%)
5,Bronze,D - Poor,Nitric Acid (5-10%)
6,Buna N (Nitrile),D - Poor,Nitric Acid (5-10%)
7,Carbon graphite,D - Poor,Nitric Acid (5-10%)
8,Carbon Steel,D - Poor,Nitric Acid (5-10%)
9,Carpenter 20,D - Poor,Nitric Acid (5-10%)
10,Cast iron,D - Poor,Nitric Acid (5-10%)
11,Ceramic Al203,A - Excellent,Nitric Acid (5-10%)
12,Ceramic magnet,C - Fair,Nitric Acid (5-10%)
13,ChemRaz (FFKM),B - Good,Nitric Acid (5-10%)
14,Copper,D - Poor,Nitric Acid (5-10%)
15,CPVC,B1 - Good,Nitric Acid (5-10%)
16,EPDM,D - Poor,Nitric Acid (5-10%)
17,Epoxy,D - Poor,Nitric Acid (5-10%)
18,Fluorocarbon (FKM),A - Excellent,Nitric Acid (5-10%)
19,Hastelloy-C®,A1 - Excellent,Nitric Acid (5-10%)
20,Hypalon®,D - Poor,Nitric Acid (5-10%)
21,Hytrel®,D - Poor,Nitric Acid (5-10%)
22,Kalrez,A - Excellent,Nitric Acid (5-10%)
23,Kel-F®,A - Excellent,Nitric Acid (5-10%)
24,LDPE,B1 - Good,Nitric Acid (5-10%)
25,Natural rubber,D - Poor,Nitric Acid (5-10%)
26,Neoprene,D - Poor,Nitric Acid (5-10%)
27,NORYL®,B2 - Good,Nitric Acid (5-10%)
28,Nylon,D - Poor,Nitric Acid (5-10%)
29,Polycarbonate,B - Good,Nitric Acid (5-10%)
30,Polyetherether Ketone (PEEK),D - Poor,Nitric Acid (5-10%)
31,Polypropylene,B - Good,Nitric Acid (5-10%)
32,Polyurethane,D - Poor,Nitric Acid (5-10%)
33,PPS (Ryton®),C - Fair,Nitric Acid (5-10%)
34,PTFE,A - Excellent,Nitric Acid (5-10%)
35,PVC,B1 - Good,Nitric Acid (5-10%)
36,PVDF (Kynar®),A1 - Excellent,Nitric Acid (5-10%)
37,Silicone,D - Poor,Nitric Acid (5-10%)
38,stainless steel - 304,A2 - Excellent,Nitric Acid (5-10%)
39,stainless steel - 316,A1 - Excellent,Nitric Acid (5-10%)
40,Titanium,A1 - Excellent,Nitric Acid (5-10%)
41,Tygon®,D - Poor,Nitric Acid (5-10%)
42,Viton®,A - Excellent,Nitric Acid (5-10%)
