,material,compatibility,chemical
0,,,Tin Salts
1,ABS plastic,N/A,Tin Salts
2,Acetal (Delrin®),A - Excellent,Tin Salts
3,Aluminum,N/A,Tin Salts
4,Brass,N/A,Tin Salts
5,Bronze,A - Excellent,Tin Salts
6,Buna N (Nitrile),D - Poor,Tin Salts
7,Carbon graphite,A - Excellent,Tin Salts
8,Carbon Steel,A - Excellent,Tin Salts
9,Carpenter 20,D - Poor,Tin Salts
10,Cast iron,N/A,Tin Salts
11,Ceramic Al203,A - Excellent,Tin Salts
12,Ceramic magnet,N/A,Tin Salts
13,ChemRaz (FFKM),A - Excellent,Tin Salts
14,Copper,N/A,Tin Salts
15,CPVC,D - Poor,Tin Salts
16,EPDM,D - Poor,Tin Salts
17,Epoxy,A - Excellent,Tin Salts
18,Fluorocarbon (FKM),D - Poor,Tin Salts
19,Hastelloy-C®,A - Excellent,Tin Salts
20,Hypalon®,D - Poor,Tin Salts
21,Hytrel®,B - Good,Tin Salts
22,Kalrez,A - Excellent,Tin Salts
23,Kel-F®,A1 - Excellent,Tin Salts
24,LDPE,C1 - Fair,Tin Salts
25,Natural rubber,D - Poor,Tin Salts
26,Neoprene,D - Poor,Tin Salts
27,NORYL®,D - Poor,Tin Salts
28,Nylon,A - Excellent,Tin Salts
29,Polycarbonate,D - Poor,Tin Salts
30,Polyetherether Ketone (PEEK),A - Excellent,Tin Salts
31,Polypropylene,C2 - Fair,Tin Salts
32,Polyurethane,D - Poor,Tin Salts
33,PPS (Ryton®),A - Excellent,Tin Salts
34,PTFE,A - Excellent,Tin Salts
35,PVC,D - Poor,Tin Salts
36,PVDF (Kynar®),B1 - Good,Tin Salts
37,Silicone,D - Poor,Tin Salts
38,stainless steel - 304,A - Excellent,Tin Salts
39,stainless steel - 316,A - Excellent,Tin Salts
40,Titanium,B - Good,Tin Salts
41,Tygon®,N/A,Tin Salts
42,Viton®,D - Poor,Tin Salts
