,material,compatibility,chemical
0,,,Tanning Liquors
1,ABS plastic,N/A,Tanning Liquors
2,Acetal (Delrin®),B - Good,Tanning Liquors
3,Aluminum,C - Fair,Tanning Liquors
4,Brass,B - Good,Tanning Liquors
5,Bronze,B - Good,Tanning Liquors
6,Buna N (Nitrile),A - Excellent,Tanning Liquors
7,Carbon graphite,A - Excellent,Tanning Liquors
8,Carbon Steel,D - Poor,Tanning Liquors
9,Carpenter 20,A - Excellent,Tanning Liquors
10,Cast iron,C - Fair,Tanning Liquors
11,Ceramic Al203,A - Excellent,Tanning Liquors
12,Ceramic magnet,A - Excellent,Tanning Liquors
13,ChemRaz (FFKM),A - Excellent,Tanning Liquors
14,Copper,A - Excellent,Tanning Liquors
15,CPVC,A1 - Excellent,Tanning Liquors
16,EPDM,A - Excellent,Tanning Liquors
17,Epoxy,A - Excellent,Tanning Liquors
18,Fluorocarbon (FKM),B - Good,Tanning Liquors
19,Hastelloy-C®,B1 - Good,Tanning Liquors
20,Hypalon®,A - Excellent,Tanning Liquors
21,Hytrel®,A - Excellent,Tanning Liquors
22,Kalrez,A - Excellent,Tanning Liquors
23,Kel-F®,A - Excellent,Tanning Liquors
24,LDPE,B2 - Good,Tanning Liquors
25,Natural rubber,A - Excellent,Tanning Liquors
26,Neoprene,A - Excellent,Tanning Liquors
27,NORYL®,A2 - Excellent,Tanning Liquors
28,Nylon,C1 - Fair,Tanning Liquors
29,Polycarbonate,C - Fair,Tanning Liquors
30,Polyetherether Ketone (PEEK),N/A,Tanning Liquors
31,Polypropylene,A - Excellent,Tanning Liquors
32,Polyurethane,A - Excellent,Tanning Liquors
33,PPS (Ryton®),A - Excellent,Tanning Liquors
34,PTFE,A - Excellent,Tanning Liquors
35,PVC,A1 - Excellent,Tanning Liquors
36,PVDF (Kynar®),B - Good,Tanning Liquors
37,Silicone,B - Good,Tanning Liquors
38,stainless steel - 304,B1 - Good,Tanning Liquors
39,stainless steel - 316,A - Excellent,Tanning Liquors
40,Titanium,A - Excellent,Tanning Liquors
41,Tygon®,B - Good,Tanning Liquors
42,Viton®,A - Excellent,Tanning Liquors
