,material,compatibility,chemical
0,,,Butyl Phthalate
1,ABS plastic,N/A,Butyl Phthalate
2,Acetal (Delrin®),N/A,Butyl Phthalate
3,Aluminum,B2 - Good,Butyl Phthalate
4,Brass,N/A,Butyl Phthalate
5,Bronze,N/A,Butyl Phthalate
6,Buna N (Nitrile),D - Poor,Butyl Phthalate
7,Carbon graphite,A2 - Excellent,Butyl Phthalate
8,Carbon Steel,D - Poor,Butyl Phthalate
9,Carpenter 20,N/A,Butyl Phthalate
10,Cast iron,N/A,Butyl Phthalate
11,Ceramic Al203,N/A,Butyl Phthalate
12,Ceramic magnet,N/A,Butyl Phthalate
13,ChemRaz (FFKM),A - Excellent,Butyl Phthalate
14,Copper,N/A,Butyl Phthalate
15,CPVC,D - Poor,Butyl Phthalate
16,EPDM,B2 - Good,Butyl Phthalate
17,Epoxy,B2 - Good,Butyl Phthalate
18,Fluorocarbon (FKM),C - Fair,Butyl Phthalate
19,Hastelloy-C®,B2 - Good,Butyl Phthalate
20,Hypalon®,D - Poor,Butyl Phthalate
21,Hytrel®,N/A,Butyl Phthalate
22,Kalrez,A - Excellent,Butyl Phthalate
23,Kel-F®,A1 - Excellent,Butyl Phthalate
24,LDPE,C1 - Fair,Butyl Phthalate
25,Natural rubber,D - Poor,Butyl Phthalate
26,Neoprene,D - Poor,Butyl Phthalate
27,NORYL®,A2 - Excellent,Butyl Phthalate
28,Nylon,A2 - Excellent,Butyl Phthalate
29,Polycarbonate,D - Poor,Butyl Phthalate
30,Polyetherether Ketone (PEEK),A - Excellent,Butyl Phthalate
31,Polypropylene,B2 - Good,Butyl Phthalate
32,Polyurethane,D - Poor,Butyl Phthalate
33,PPS (Ryton®),A - Excellent,Butyl Phthalate
34,PTFE,A2 - Excellent,Butyl Phthalate
35,PVC,N/A,Butyl Phthalate
36,PVDF (Kynar®),B1 - Good,Butyl Phthalate
37,Silicone,A1 - Excellent,Butyl Phthalate
38,stainless steel - 304,B1 - Good,Butyl Phthalate
39,stainless steel - 316,B2 - Good,Butyl Phthalate
40,Titanium,B - Good,Butyl Phthalate
41,Tygon®,N/A,Butyl Phthalate
42,Viton®,C1 - Fair,Butyl Phthalate
