,material,compatibility,chemical
0,,,Shellac (Bleached)
1,ABS plastic,N/A,Shellac (Bleached)
2,Acetal (Delrin®),A - Excellent,Shellac (Bleached)
3,Aluminum,A - Excellent,Shellac (Bleached)
4,Brass,B - Good,Shellac (Bleached)
5,Bronze,A - Excellent,Shellac (Bleached)
6,Buna N (Nitrile),A2 - Excellent,Shellac (Bleached)
7,Carbon graphite,A - Excellent,Shellac (Bleached)
8,Carbon Steel,A - Excellent,Shellac (Bleached)
9,Carpenter 20,A - Excellent,Shellac (Bleached)
10,Cast iron,A - Excellent,Shellac (Bleached)
11,Ceramic Al203,N/A,Shellac (Bleached)
12,Ceramic magnet,N/A,Shellac (Bleached)
13,ChemRaz (FFKM),N/A,Shellac (Bleached)
14,Copper,A - Excellent,Shellac (Bleached)
15,CPVC,N/A,Shellac (Bleached)
16,EPDM,A2 - Excellent,Shellac (Bleached)
17,Epoxy,A - Excellent,Shellac (Bleached)
18,Fluorocarbon (FKM),A - Excellent,Shellac (Bleached)
19,Hastelloy-C®,N/A,Shellac (Bleached)
20,Hypalon®,A - Excellent,Shellac (Bleached)
21,Hytrel®,N/A,Shellac (Bleached)
22,Kalrez,N/A,Shellac (Bleached)
23,Kel-F®,N/A,Shellac (Bleached)
24,LDPE,A1 - Excellent,Shellac (Bleached)
25,Natural rubber,A1 - Excellent,Shellac (Bleached)
26,Neoprene,B2 - Good,Shellac (Bleached)
27,NORYL®,N/A,Shellac (Bleached)
28,Nylon,A1 - Excellent,Shellac (Bleached)
29,Polycarbonate,N/A,Shellac (Bleached)
30,Polyetherether Ketone (PEEK),N/A,Shellac (Bleached)
31,Polypropylene,A - Excellent,Shellac (Bleached)
32,Polyurethane,D - Poor,Shellac (Bleached)
33,PPS (Ryton®),N/A,Shellac (Bleached)
34,PTFE,A - Excellent,Shellac (Bleached)
35,PVC,N/A,Shellac (Bleached)
36,PVDF (Kynar®),N/A,Shellac (Bleached)
37,Silicone,N/A,Shellac (Bleached)
38,stainless steel - 304,A - Excellent,Shellac (Bleached)
39,stainless steel - 316,A - Excellent,Shellac (Bleached)
40,Titanium,N/A,Shellac (Bleached)
41,Tygon®,N/A,Shellac (Bleached)
42,Viton®,A - Excellent,Shellac (Bleached)
