,material,compatibility,chemical
0,,,Shellac (Orange)
1,ABS plastic,N/A,Shellac (Orange)
2,Acetal (Delrin®),A - Excellent,Shellac (Orange)
3,Aluminum,A - Excellent,Shellac (Orange)
4,Brass,B - Good,Shellac (Orange)
5,Bronze,A - Excellent,Shellac (Orange)
6,Buna N (Nitrile),A - Excellent,Shellac (Orange)
7,Carbon graphite,A - Excellent,Shellac (Orange)
8,Carbon Steel,A - Excellent,Shellac (Orange)
9,Carpenter 20,A - Excellent,Shellac (Orange)
10,Cast iron,A - Excellent,Shellac (Orange)
11,Ceramic Al203,N/A,Shellac (Orange)
12,Ceramic magnet,N/A,Shellac (Orange)
13,ChemRaz (FFKM),N/A,Shellac (Orange)
14,Copper,A - Excellent,Shellac (Orange)
15,CPVC,N/A,Shellac (Orange)
16,EPDM,A - Excellent,Shellac (Orange)
17,Epoxy,A - Excellent,Shellac (Orange)
18,Fluorocarbon (FKM),A - Excellent,Shellac (Orange)
19,Hastelloy-C®,N/A,Shellac (Orange)
20,Hypalon®,N/A,Shellac (Orange)
21,Hytrel®,N/A,Shellac (Orange)
22,Kalrez,N/A,Shellac (Orange)
23,Kel-F®,N/A,Shellac (Orange)
24,LDPE,A1 - Excellent,Shellac (Orange)
25,Natural rubber,D - Poor,Shellac (Orange)
26,Neoprene,D - Poor,Shellac (Orange)
27,NORYL®,N/A,Shellac (Orange)
28,Nylon,A1 - Excellent,Shellac (Orange)
29,Polycarbonate,N/A,Shellac (Orange)
30,Polyetherether Ketone (PEEK),N/A,Shellac (Orange)
31,Polypropylene,A - Excellent,Shellac (Orange)
32,Polyurethane,D - Poor,Shellac (Orange)
33,PPS (Ryton®),N/A,Shellac (Orange)
34,PTFE,A - Excellent,Shellac (Orange)
35,PVC,N/A,Shellac (Orange)
36,PVDF (Kynar®),N/A,Shellac (Orange)
37,Silicone,N/A,Shellac (Orange)
38,stainless steel - 304,A - Excellent,Shellac (Orange)
39,stainless steel - 316,A - Excellent,Shellac (Orange)
40,Titanium,N/A,Shellac (Orange)
41,Tygon®,N/A,Shellac (Orange)
42,Viton®,A - Excellent,Shellac (Orange)
