,material,compatibility,chemical
0,,,Lactic Acid
1,ABS plastic,D - Poor,Lactic Acid
2,Acetal (Delrin®),B - Good,Lactic Acid
3,Aluminum,B - Good,Lactic Acid
4,Brass,D - Poor,Lactic Acid
5,Bronze,B2 - Good,Lactic Acid
6,Buna N (Nitrile),A - Excellent,Lactic Acid
7,Carbon graphite,A - Excellent,Lactic Acid
8,Carbon Steel,D - Poor,Lactic Acid
9,Carpenter 20,C - Fair,Lactic Acid
10,Cast iron,D - Poor,Lactic Acid
11,Ceramic Al203,A - Excellent,Lactic Acid
12,Ceramic magnet,N/A,Lactic Acid
13,ChemRaz (FFKM),A - Excellent,Lactic Acid
14,Copper,B - Good,Lactic Acid
15,CPVC,A1 - Excellent,Lactic Acid
16,EPDM,A - Excellent,Lactic Acid
17,Epoxy,B1 - Good,Lactic Acid
18,Fluorocarbon (FKM),A - Excellent,Lactic Acid
19,Hastelloy-C®,B1 - Good,Lactic Acid
20,Hypalon®,A - Excellent,Lactic Acid
21,Hytrel®,D - Poor,Lactic Acid
22,Kalrez,A - Excellent,Lactic Acid
23,Kel-F®,A1 - Excellent,Lactic Acid
24,LDPE,A1 - Excellent,Lactic Acid
25,Natural rubber,A - Excellent,Lactic Acid
26,Neoprene,A - Excellent,Lactic Acid
27,NORYL®,A - Excellent,Lactic Acid
28,Nylon,B - Good,Lactic Acid
29,Polycarbonate,B - Good,Lactic Acid
30,Polyetherether Ketone (PEEK),A - Excellent,Lactic Acid
31,Polypropylene,B - Good,Lactic Acid
32,Polyurethane,B - Good,Lactic Acid
33,PPS (Ryton®),A - Excellent,Lactic Acid
34,PTFE,A - Excellent,Lactic Acid
35,PVC,B1 - Good,Lactic Acid
36,PVDF (Kynar®),B1 - Good,Lactic Acid
37,Silicone,A - Excellent,Lactic Acid
38,stainless steel - 304,B1 - Good,Lactic Acid
39,stainless steel - 316,B1 - Good,Lactic Acid
40,Titanium,A - Excellent,Lactic Acid
41,Tygon®,A - Excellent,Lactic Acid
42,Viton®,A - Excellent,Lactic Acid
