,material,compatibility,chemical
0,,,Ammonia 10%
1,ABS plastic,N/A,Ammonia 10%
2,Acetal (Delrin®),D - Poor,Ammonia 10%
3,Aluminum,A2 - Excellent,Ammonia 10%
4,Brass,N/A,Ammonia 10%
5,Bronze,D - Poor,Ammonia 10%
6,Buna N (Nitrile),A - Excellent,Ammonia 10%
7,Carbon graphite,A - Excellent,Ammonia 10%
8,Carbon Steel,N/A,Ammonia 10%
9,Carpenter 20,A1 - Excellent,Ammonia 10%
10,Cast iron,A - Excellent,Ammonia 10%
11,Ceramic Al203,A - Excellent,Ammonia 10%
12,Ceramic magnet,N/A,Ammonia 10%
13,ChemRaz (FFKM),N/A,Ammonia 10%
14,Copper,N/A,Ammonia 10%
15,CPVC,A - Excellent,Ammonia 10%
16,EPDM,A - Excellent,Ammonia 10%
17,Epoxy,A2 - Excellent,Ammonia 10%
18,Fluorocarbon (FKM),D - Poor,Ammonia 10%
19,Hastelloy-C®,A - Excellent,Ammonia 10%
20,Hypalon®,D - Poor,Ammonia 10%
21,Hytrel®,N/A,Ammonia 10%
22,Kalrez,N/A,Ammonia 10%
23,Kel-F®,A - Excellent,Ammonia 10%
24,LDPE,C1 - Fair,Ammonia 10%
25,Natural rubber,D - Poor,Ammonia 10%
26,Neoprene,A - Excellent,Ammonia 10%
27,NORYL®,A1 - Excellent,Ammonia 10%
28,Nylon,A - Excellent,Ammonia 10%
29,Polycarbonate,D - Poor,Ammonia 10%
30,Polyetherether Ketone (PEEK),A - Excellent,Ammonia 10%
31,Polypropylene,A2 - Excellent,Ammonia 10%
32,Polyurethane,D - Poor,Ammonia 10%
33,PPS (Ryton®),A1 - Excellent,Ammonia 10%
34,PTFE,A - Excellent,Ammonia 10%
35,PVC,B1 - Good,Ammonia 10%
36,PVDF (Kynar®),A - Excellent,Ammonia 10%
37,Silicone,N/A,Ammonia 10%
38,stainless steel - 304,A - Excellent,Ammonia 10%
39,stainless steel - 316,A - Excellent,Ammonia 10%
40,Titanium,C - Fair,Ammonia 10%
41,Tygon®,B1 - Good,Ammonia 10%
42,Viton®,D - Poor,Ammonia 10%
