,material,compatibility,chemical
0,,,Uric Acid
1,ABS plastic,B - Good,Uric Acid
2,Acetal (Delrin®),A - Excellent,Uric Acid
3,Aluminum,B - Good,Uric Acid
4,Brass,N/A,Uric Acid
5,Bronze,B - Good,Uric Acid
6,Buna N (Nitrile),B - Good,Uric Acid
7,Carbon graphite,A - Excellent,Uric Acid
8,Carbon Steel,B - Good,Uric Acid
9,Carpenter 20,N/A,Uric Acid
10,Cast iron,N/A,Uric Acid
11,Ceramic Al203,B - Good,Uric Acid
12,Ceramic magnet,N/A,Uric Acid
13,ChemRaz (FFKM),N/A,Uric Acid
14,Copper,N/A,Uric Acid
15,CPVC,A - Excellent,Uric Acid
16,EPDM,A - Excellent,Uric Acid
17,Epoxy,N/A,Uric Acid
18,Fluorocarbon (FKM),A - Excellent,Uric Acid
19,Hastelloy-C®,B - Good,Uric Acid
20,Hypalon®,N/A,Uric Acid
21,Hytrel®,N/A,Uric Acid
22,Kalrez,N/A,Uric Acid
23,Kel-F®,N/A,Uric Acid
24,LDPE,A - Excellent,Uric Acid
25,Natural rubber,N/A,Uric Acid
26,Neoprene,B - Good,Uric Acid
27,NORYL®,A - Excellent,Uric Acid
28,Nylon,A - Excellent,Uric Acid
29,Polycarbonate,D - Poor,Uric Acid
30,Polyetherether Ketone (PEEK),A - Excellent,Uric Acid
31,Polypropylene,A - Excellent,Uric Acid
32,Polyurethane,B - Good,Uric Acid
33,PPS (Ryton®),A - Excellent,Uric Acid
34,PTFE,A - Excellent,Uric Acid
35,PVC,D - Poor,Uric Acid
36,PVDF (Kynar®),A - Excellent,Uric Acid
37,Silicone,B - Good,Uric Acid
38,stainless steel - 304,B - Good,Uric Acid
39,stainless steel - 316,B - Good,Uric Acid
40,Titanium,A - Excellent,Uric Acid
41,Tygon®,B - Good,Uric Acid
42,Viton®,A - Excellent,Uric Acid
