,material,compatibility,chemical
0,,,"Chlorine, Anhydrous Liquid"
1,ABS plastic,N/A,"Chlorine, Anhydrous Liquid"
2,Acetal (Delrin®),A1 - Excellent,"Chlorine, Anhydrous Liquid"
3,Aluminum,D - Poor,"Chlorine, Anhydrous Liquid"
4,Brass,D - Poor,"Chlorine, Anhydrous Liquid"
5,Bronze,D - Poor,"Chlorine, Anhydrous Liquid"
6,Buna N (Nitrile),D - Poor,"Chlorine, Anhydrous Liquid"
7,Carbon graphite,A - Excellent,"Chlorine, Anhydrous Liquid"
8,Carbon Steel,D - Poor,"Chlorine, Anhydrous Liquid"
9,Carpenter 20,D - Poor,"Chlorine, Anhydrous Liquid"
10,Cast iron,D - Poor,"Chlorine, Anhydrous Liquid"
11,Ceramic Al203,N/A,"Chlorine, Anhydrous Liquid"
12,Ceramic magnet,C - Fair,"Chlorine, Anhydrous Liquid"
13,ChemRaz (FFKM),B - Good,"Chlorine, Anhydrous Liquid"
14,Copper,N/A,"Chlorine, Anhydrous Liquid"
15,CPVC,D - Poor,"Chlorine, Anhydrous Liquid"
16,EPDM,B - Good,"Chlorine, Anhydrous Liquid"
17,Epoxy,C1 - Fair,"Chlorine, Anhydrous Liquid"
18,Fluorocarbon (FKM),C - Fair,"Chlorine, Anhydrous Liquid"
19,Hastelloy-C®,D - Poor,"Chlorine, Anhydrous Liquid"
20,Hypalon®,C - Fair,"Chlorine, Anhydrous Liquid"
21,Hytrel®,N/A,"Chlorine, Anhydrous Liquid"
22,Kalrez,A - Excellent,"Chlorine, Anhydrous Liquid"
23,Kel-F®,B2 - Good,"Chlorine, Anhydrous Liquid"
24,LDPE,D - Poor,"Chlorine, Anhydrous Liquid"
25,Natural rubber,C - Fair,"Chlorine, Anhydrous Liquid"
26,Neoprene,D - Poor,"Chlorine, Anhydrous Liquid"
27,NORYL®,B1 - Good,"Chlorine, Anhydrous Liquid"
28,Nylon,D - Poor,"Chlorine, Anhydrous Liquid"
29,Polycarbonate,C - Fair,"Chlorine, Anhydrous Liquid"
30,Polyetherether Ketone (PEEK),D - Poor,"Chlorine, Anhydrous Liquid"
31,Polypropylene,D - Poor,"Chlorine, Anhydrous Liquid"
32,Polyurethane,N/A,"Chlorine, Anhydrous Liquid"
33,PPS (Ryton®),D - Poor,"Chlorine, Anhydrous Liquid"
34,PTFE,A - Excellent,"Chlorine, Anhydrous Liquid"
35,PVC,D - Poor,"Chlorine, Anhydrous Liquid"
36,PVDF (Kynar®),A1 - Excellent,"Chlorine, Anhydrous Liquid"
37,Silicone,D - Poor,"Chlorine, Anhydrous Liquid"
38,stainless steel - 304,C1 - Fair,"Chlorine, Anhydrous Liquid"
39,stainless steel - 316,C - Fair,"Chlorine, Anhydrous Liquid"
40,Titanium,D - Poor,"Chlorine, Anhydrous Liquid"
41,Tygon®,B - Good,"Chlorine, Anhydrous Liquid"
42,Viton®,A - Excellent,"Chlorine, Anhydrous Liquid"
