,material,compatibility,chemical
0,,,Barium Chloride
1,ABS plastic,A2 - Excellent,Barium Chloride
2,Acetal (Delrin®),D - Poor,Barium Chloride
3,Aluminum,D - Poor,Barium Chloride
4,Brass,D - Poor,Barium Chloride
5,Bronze,D - Poor,Barium Chloride
6,Buna N (Nitrile),A - Excellent,Barium Chloride
7,Carbon graphite,A - Excellent,Barium Chloride
8,Carbon Steel,D - Poor,Barium Chloride
9,Carpenter 20,B - Good,Barium Chloride
10,Cast iron,D - Poor,Barium Chloride
11,Ceramic Al203,A - Excellent,Barium Chloride
12,Ceramic magnet,A - Excellent,Barium Chloride
13,ChemRaz (FFKM),A - Excellent,Barium Chloride
14,Copper,D - Poor,Barium Chloride
15,CPVC,A - Excellent,Barium Chloride
16,EPDM,B - Good,Barium Chloride
17,Epoxy,A1 - Excellent,Barium Chloride
18,Fluorocarbon (FKM),A - Excellent,Barium Chloride
19,Hastelloy-C®,B - Good,Barium Chloride
20,Hypalon®,A - Excellent,Barium Chloride
21,Hytrel®,N/A,Barium Chloride
22,Kalrez,A - Excellent,Barium Chloride
23,Kel-F®,A - Excellent,Barium Chloride
24,LDPE,A2 - Excellent,Barium Chloride
25,Natural rubber,A - Excellent,Barium Chloride
26,Neoprene,A - Excellent,Barium Chloride
27,NORYL®,A1 - Excellent,Barium Chloride
28,Nylon,D - Poor,Barium Chloride
29,Polycarbonate,N/A,Barium Chloride
30,Polyetherether Ketone (PEEK),N/A,Barium Chloride
31,Polypropylene,A - Excellent,Barium Chloride
32,Polyurethane,D - Poor,Barium Chloride
33,PPS (Ryton®),N/A,Barium Chloride
34,PTFE,A1 - Excellent,Barium Chloride
35,PVC,A2 - Excellent,Barium Chloride
36,PVDF (Kynar®),A1 - Excellent,Barium Chloride
37,Silicone,D - Poor,Barium Chloride
38,stainless steel - 304,A - Excellent,Barium Chloride
39,stainless steel - 316,B - Good,Barium Chloride
40,Titanium,A - Excellent,Barium Chloride
41,Tygon®,A2 - Excellent,Barium Chloride
42,Viton®,A - Excellent,Barium Chloride
