,material,compatibility,chemical
0,,,Aniline
1,ABS plastic,D - Poor,Aniline
2,Acetal (Delrin®),A1 - Excellent,Aniline
3,Aluminum,C - Fair,Aniline
4,Brass,D - Poor,Aniline
5,Bronze,C - Fair,Aniline
6,Buna N (Nitrile),D - Poor,Aniline
7,Carbon graphite,A - Excellent,Aniline
8,Carbon Steel,A - Excellent,Aniline
9,Carpenter 20,A - Excellent,Aniline
10,Cast iron,C - Fair,Aniline
11,Ceramic Al203,A - Excellent,Aniline
12,Ceramic magnet,N/A,Aniline
13,ChemRaz (FFKM),A - Excellent,Aniline
14,Copper,D - Poor,Aniline
15,CPVC,B2 - Good,Aniline
16,EPDM,B - Good,Aniline
17,Epoxy,D - Poor,Aniline
18,Fluorocarbon (FKM),A - Excellent,Aniline
19,Hastelloy-C®,B - Good,Aniline
20,Hypalon®,D - Poor,Aniline
21,Hytrel®,D - Poor,Aniline
22,Kalrez,A - Excellent,Aniline
23,Kel-F®,A2 - Excellent,Aniline
24,LDPE,C - Fair,Aniline
25,Natural rubber,D - Poor,Aniline
26,Neoprene,D - Poor,Aniline
27,NORYL®,D - Poor,Aniline
28,Nylon,A2 - Excellent,Aniline
29,Polycarbonate,D - Poor,Aniline
30,Polyetherether Ketone (PEEK),A - Excellent,Aniline
31,Polypropylene,A1 - Excellent,Aniline
32,Polyurethane,D - Poor,Aniline
33,PPS (Ryton®),A - Excellent,Aniline
34,PTFE,A - Excellent,Aniline
35,PVC,C1 - Fair,Aniline
36,PVDF (Kynar®),A1 - Excellent,Aniline
37,Silicone,B - Good,Aniline
38,stainless steel - 304,A - Excellent,Aniline
39,stainless steel - 316,B - Good,Aniline
40,Titanium,C - Fair,Aniline
41,Tygon®,D - Poor,Aniline
42,Viton®,A - Excellent,Aniline
