,material,compatibility,chemical
0,,,Lye: NaOH Sodium Hydroxide
1,ABS plastic,C - Fair,Lye: NaOH Sodium Hydroxide
2,Acetal (Delrin®),C - Fair,Lye: NaOH Sodium Hydroxide
3,Aluminum,D - Poor,Lye: NaOH Sodium Hydroxide
4,Brass,D - Poor,Lye: NaOH Sodium Hydroxide
5,Bronze,D - Poor,Lye: NaOH Sodium Hydroxide
6,Buna N (Nitrile),A1 - Excellent,Lye: NaOH Sodium Hydroxide
7,Carbon graphite,N/A,Lye: NaOH Sodium Hydroxide
8,Carbon Steel,D - Poor,Lye: NaOH Sodium Hydroxide
9,Carpenter 20,D - Poor,Lye: NaOH Sodium Hydroxide
10,Cast iron,D - Poor,Lye: NaOH Sodium Hydroxide
11,Ceramic Al203,A - Excellent,Lye: NaOH Sodium Hydroxide
12,Ceramic magnet,N/A,Lye: NaOH Sodium Hydroxide
13,ChemRaz (FFKM),C - Fair,Lye: NaOH Sodium Hydroxide
14,Copper,B - Good,Lye: NaOH Sodium Hydroxide
15,CPVC,A - Excellent,Lye: NaOH Sodium Hydroxide
16,EPDM,B1 - Good,Lye: NaOH Sodium Hydroxide
17,Epoxy,A - Excellent,Lye: NaOH Sodium Hydroxide
18,Fluorocarbon (FKM),B - Good,Lye: NaOH Sodium Hydroxide
19,Hastelloy-C®,C - Fair,Lye: NaOH Sodium Hydroxide
20,Hypalon®,A - Excellent,Lye: NaOH Sodium Hydroxide
21,Hytrel®,C - Fair,Lye: NaOH Sodium Hydroxide
22,Kalrez,A - Excellent,Lye: NaOH Sodium Hydroxide
23,Kel-F®,B - Good,Lye: NaOH Sodium Hydroxide
24,LDPE,D - Poor,Lye: NaOH Sodium Hydroxide
25,Natural rubber,A1 - Excellent,Lye: NaOH Sodium Hydroxide
26,Neoprene,B2 - Good,Lye: NaOH Sodium Hydroxide
27,NORYL®,A - Excellent,Lye: NaOH Sodium Hydroxide
28,Nylon,A - Excellent,Lye: NaOH Sodium Hydroxide
29,Polycarbonate,D - Poor,Lye: NaOH Sodium Hydroxide
30,Polyetherether Ketone (PEEK),B - Good,Lye: NaOH Sodium Hydroxide
31,Polypropylene,A - Excellent,Lye: NaOH Sodium Hydroxide
32,Polyurethane,B - Good,Lye: NaOH Sodium Hydroxide
33,PPS (Ryton®),A - Excellent,Lye: NaOH Sodium Hydroxide
34,PTFE,A - Excellent,Lye: NaOH Sodium Hydroxide
35,PVC,A - Excellent,Lye: NaOH Sodium Hydroxide
36,PVDF (Kynar®),D - Poor,Lye: NaOH Sodium Hydroxide
37,Silicone,A1 - Excellent,Lye: NaOH Sodium Hydroxide
38,stainless steel - 304,B - Good,Lye: NaOH Sodium Hydroxide
39,stainless steel - 316,B1 - Good,Lye: NaOH Sodium Hydroxide
40,Titanium,B - Good,Lye: NaOH Sodium Hydroxide
41,Tygon®,B - Good,Lye: NaOH Sodium Hydroxide
42,Viton®,B1 - Good,Lye: NaOH Sodium Hydroxide
