,material,compatibility,chemical
0,,,Latex
1,ABS plastic,B - Good,Latex
2,Acetal (Delrin®),B - Good,Latex
3,Aluminum,A - Excellent,Latex
4,Brass,N/A,Latex
5,Bronze,N/A,Latex
6,Buna N (Nitrile),A - Excellent,Latex
7,Carbon graphite,N/A,Latex
8,Carbon Steel,A - Excellent,Latex
9,Carpenter 20,A - Excellent,Latex
10,Cast iron,N/A,Latex
11,Ceramic Al203,N/A,Latex
12,Ceramic magnet,N/A,Latex
13,ChemRaz (FFKM),N/A,Latex
14,Copper,N/A,Latex
15,CPVC,N/A,Latex
16,EPDM,A - Excellent,Latex
17,Epoxy,A - Excellent,Latex
18,Fluorocarbon (FKM),A - Excellent,Latex
19,Hastelloy-C®,A - Excellent,Latex
20,Hypalon®,N/A,Latex
21,Hytrel®,N/A,Latex
22,Kalrez,N/A,Latex
23,Kel-F®,N/A,Latex
24,LDPE,N/A,Latex
25,Natural rubber,N/A,Latex
26,Neoprene,N/A,Latex
27,NORYL®,N/A,Latex
28,Nylon,A1 - Excellent,Latex
29,Polycarbonate,N/A,Latex
30,Polyetherether Ketone (PEEK),N/A,Latex
31,Polypropylene,A2 - Excellent,Latex
32,Polyurethane,D - Poor,Latex
33,PPS (Ryton®),N/A,Latex
34,PTFE,A - Excellent,Latex
35,PVC,N/A,Latex
36,PVDF (Kynar®),A - Excellent,Latex
37,Silicone,A - Excellent,Latex
38,stainless steel - 304,A2 - Excellent,Latex
39,stainless steel - 316,A2 - Excellent,Latex
40,Titanium,N/A,Latex
41,Tygon®,A - Excellent,Latex
42,Viton®,A - Excellent,Latex
