,material,compatibility,chemical
0,,,Xylene
1,ABS plastic,N/A,Xylene
2,Acetal (Delrin®),B - Good,Xylene
3,Aluminum,N/A,Xylene
4,Brass,N/A,Xylene
5,Bronze,N/A,Xylene
6,Buna N (Nitrile),N/A,Xylene
7,Carbon graphite,N/A,Xylene
8,Carbon Steel,N/A,Xylene
9,Carpenter 20,A - Excellent,Xylene
10,Cast iron,A - Excellent,Xylene
11,Ceramic Al203,N/A,Xylene
12,Ceramic magnet,N/A,Xylene
13,ChemRaz (FFKM),N/A,Xylene
14,Copper,N/A,Xylene
15,CPVC,N/A,Xylene
16,EPDM,N/A,Xylene
17,Epoxy,A - Excellent,Xylene
18,Fluorocarbon (FKM),N/A,Xylene
19,Hastelloy-C®,N/A,Xylene
20,Hypalon®,N/A,Xylene
21,Hytrel®,N/A,Xylene
22,Kalrez,N/A,Xylene
23,Kel-F®,N/A,Xylene
24,LDPE,N/A,Xylene
25,Natural rubber,N/A,Xylene
26,Neoprene,A - Excellent,Xylene
27,NORYL®,D - Poor,Xylene
28,Nylon,A - Excellent,Xylene
29,Polycarbonate,N/A,Xylene
30,Polyetherether Ketone (PEEK),N/A,Xylene
31,Polypropylene,A - Excellent,Xylene
32,Polyurethane,N/A,Xylene
33,PPS (Ryton®),N/A,Xylene
34,PTFE,N/A,Xylene
35,PVC,A - Excellent,Xylene
36,PVDF (Kynar®),N/A,Xylene
37,Silicone,N/A,Xylene
38,stainless steel - 304,A - Excellent,Xylene
39,stainless steel - 316,A - Excellent,Xylene
40,Titanium,N/A,Xylene
41,Tygon®,N/A,Xylene
42,Viton®,A - Excellent,Xylene
