,material,compatibility,chemical
0,,,Lithium Hydroxide
1,ABS plastic,N/A,Lithium Hydroxide
2,Acetal (Delrin®),N/A,Lithium Hydroxide
3,Aluminum,D - Poor,Lithium Hydroxide
4,Brass,N/A,Lithium Hydroxide
5,Bronze,B - Good,Lithium Hydroxide
6,Buna N (Nitrile),C - Fair,Lithium Hydroxide
7,Carbon graphite,B - Good,Lithium Hydroxide
8,Carbon Steel,B - Good,Lithium Hydroxide
9,Carpenter 20,D - Poor,Lithium Hydroxide
10,Cast iron,N/A,Lithium Hydroxide
11,Ceramic Al203,N/A,Lithium Hydroxide
12,Ceramic magnet,N/A,Lithium Hydroxide
13,ChemRaz (FFKM),A - Excellent,Lithium Hydroxide
14,Copper,N/A,Lithium Hydroxide
15,CPVC,N/A,Lithium Hydroxide
16,EPDM,N/A,Lithium Hydroxide
17,Epoxy,N/A,Lithium Hydroxide
18,Fluorocarbon (FKM),C - Fair,Lithium Hydroxide
19,Hastelloy-C®,B - Good,Lithium Hydroxide
20,Hypalon®,N/A,Lithium Hydroxide
21,Hytrel®,N/A,Lithium Hydroxide
22,Kalrez,A - Excellent,Lithium Hydroxide
23,Kel-F®,N/A,Lithium Hydroxide
24,LDPE,N/A,Lithium Hydroxide
25,Natural rubber,N/A,Lithium Hydroxide
26,Neoprene,N/A,Lithium Hydroxide
27,NORYL®,N/A,Lithium Hydroxide
28,Nylon,N/A,Lithium Hydroxide
29,Polycarbonate,D - Poor,Lithium Hydroxide
30,Polyetherether Ketone (PEEK),N/A,Lithium Hydroxide
31,Polypropylene,N/A,Lithium Hydroxide
32,Polyurethane,D - Poor,Lithium Hydroxide
33,PPS (Ryton®),N/A,Lithium Hydroxide
34,PTFE,A - Excellent,Lithium Hydroxide
35,PVC,N/A,Lithium Hydroxide
36,PVDF (Kynar®),N/A,Lithium Hydroxide
37,Silicone,N/A,Lithium Hydroxide
38,stainless steel - 304,B - Good,Lithium Hydroxide
39,stainless steel - 316,B - Good,Lithium Hydroxide
40,Titanium,N/A,Lithium Hydroxide
41,Tygon®,N/A,Lithium Hydroxide
42,Viton®,N/A,Lithium Hydroxide
