,material,compatibility,chemical
0,,,Sodium Silicate
1,ABS plastic,N/A,Sodium Silicate
2,Acetal (Delrin®),C - Fair,Sodium Silicate
3,Aluminum,A - Excellent,Sodium Silicate
4,Brass,D - Poor,Sodium Silicate
5,Bronze,B - Good,Sodium Silicate
6,Buna N (Nitrile),A - Excellent,Sodium Silicate
7,Carbon graphite,A - Excellent,Sodium Silicate
8,Carbon Steel,A - Excellent,Sodium Silicate
9,Carpenter 20,A - Excellent,Sodium Silicate
10,Cast iron,B - Good,Sodium Silicate
11,Ceramic Al203,A - Excellent,Sodium Silicate
12,Ceramic magnet,N/A,Sodium Silicate
13,ChemRaz (FFKM),A - Excellent,Sodium Silicate
14,Copper,B - Good,Sodium Silicate
15,CPVC,A2 - Excellent,Sodium Silicate
16,EPDM,A - Excellent,Sodium Silicate
17,Epoxy,A - Excellent,Sodium Silicate
18,Fluorocarbon (FKM),A - Excellent,Sodium Silicate
19,Hastelloy-C®,B - Good,Sodium Silicate
20,Hypalon®,A - Excellent,Sodium Silicate
21,Hytrel®,N/A,Sodium Silicate
22,Kalrez,A - Excellent,Sodium Silicate
23,Kel-F®,A - Excellent,Sodium Silicate
24,LDPE,A2 - Excellent,Sodium Silicate
25,Natural rubber,A - Excellent,Sodium Silicate
26,Neoprene,A - Excellent,Sodium Silicate
27,NORYL®,A1 - Excellent,Sodium Silicate
28,Nylon,A1 - Excellent,Sodium Silicate
29,Polycarbonate,N/A,Sodium Silicate
30,Polyetherether Ketone (PEEK),A - Excellent,Sodium Silicate
31,Polypropylene,A - Excellent,Sodium Silicate
32,Polyurethane,B - Good,Sodium Silicate
33,PPS (Ryton®),A - Excellent,Sodium Silicate
34,PTFE,A - Excellent,Sodium Silicate
35,PVC,A2 - Excellent,Sodium Silicate
36,PVDF (Kynar®),A - Excellent,Sodium Silicate
37,Silicone,A - Excellent,Sodium Silicate
38,stainless steel - 304,A - Excellent,Sodium Silicate
39,stainless steel - 316,B - Good,Sodium Silicate
40,Titanium,A - Excellent,Sodium Silicate
41,Tygon®,B - Good,Sodium Silicate
42,Viton®,A - Excellent,Sodium Silicate
