,material,compatibility,chemical
0,,,Hydrogen Peroxide 50%
1,ABS plastic,N/A,Hydrogen Peroxide 50%
2,Acetal (Delrin®),D - Poor,Hydrogen Peroxide 50%
3,Aluminum,A - Excellent,Hydrogen Peroxide 50%
4,Brass,N/A,Hydrogen Peroxide 50%
5,Bronze,B1 - Good,Hydrogen Peroxide 50%
6,Buna N (Nitrile),D - Poor,Hydrogen Peroxide 50%
7,Carbon graphite,C - Fair,Hydrogen Peroxide 50%
8,Carbon Steel,D - Poor,Hydrogen Peroxide 50%
9,Carpenter 20,B - Good,Hydrogen Peroxide 50%
10,Cast iron,N/A,Hydrogen Peroxide 50%
11,Ceramic Al203,N/A,Hydrogen Peroxide 50%
12,Ceramic magnet,A - Excellent,Hydrogen Peroxide 50%
13,ChemRaz (FFKM),B - Good,Hydrogen Peroxide 50%
14,Copper,D - Poor,Hydrogen Peroxide 50%
15,CPVC,A - Excellent,Hydrogen Peroxide 50%
16,EPDM,B - Good,Hydrogen Peroxide 50%
17,Epoxy,N/A,Hydrogen Peroxide 50%
18,Fluorocarbon (FKM),A - Excellent,Hydrogen Peroxide 50%
19,Hastelloy-C®,A - Excellent,Hydrogen Peroxide 50%
20,Hypalon®,D - Poor,Hydrogen Peroxide 50%
21,Hytrel®,N/A,Hydrogen Peroxide 50%
22,Kalrez,A - Excellent,Hydrogen Peroxide 50%
23,Kel-F®,A - Excellent,Hydrogen Peroxide 50%
24,LDPE,C2 - Fair,Hydrogen Peroxide 50%
25,Natural rubber,C - Fair,Hydrogen Peroxide 50%
26,Neoprene,D - Poor,Hydrogen Peroxide 50%
27,NORYL®,N/A,Hydrogen Peroxide 50%
28,Nylon,D - Poor,Hydrogen Peroxide 50%
29,Polycarbonate,A2 - Excellent,Hydrogen Peroxide 50%
30,Polyetherether Ketone (PEEK),A - Excellent,Hydrogen Peroxide 50%
31,Polypropylene,B1 - Good,Hydrogen Peroxide 50%
32,Polyurethane,D - Poor,Hydrogen Peroxide 50%
33,PPS (Ryton®),N/A,Hydrogen Peroxide 50%
34,PTFE,A - Excellent,Hydrogen Peroxide 50%
35,PVC,A1 - Excellent,Hydrogen Peroxide 50%
36,PVDF (Kynar®),A1 - Excellent,Hydrogen Peroxide 50%
37,Silicone,B - Good,Hydrogen Peroxide 50%
38,stainless steel - 304,B2 - Good,Hydrogen Peroxide 50%
39,stainless steel - 316,A2 - Excellent,Hydrogen Peroxide 50%
40,Titanium,A - Excellent,Hydrogen Peroxide 50%
41,Tygon®,B - Good,Hydrogen Peroxide 50%
42,Viton®,A - Excellent,Hydrogen Peroxide 50%
