,material,compatibility,chemical
0,,,Isopropyl Acetate
1,ABS plastic,N/A,Isopropyl Acetate
2,Acetal (Delrin®),D - Poor,Isopropyl Acetate
3,Aluminum,D - Poor,Isopropyl Acetate
4,Brass,N/A,Isopropyl Acetate
5,Bronze,A1 - Excellent,Isopropyl Acetate
6,Buna N (Nitrile),D - Poor,Isopropyl Acetate
7,Carbon graphite,A - Excellent,Isopropyl Acetate
8,Carbon Steel,A - Excellent,Isopropyl Acetate
9,Carpenter 20,B - Good,Isopropyl Acetate
10,Cast iron,N/A,Isopropyl Acetate
11,Ceramic Al203,N/A,Isopropyl Acetate
12,Ceramic magnet,N/A,Isopropyl Acetate
13,ChemRaz (FFKM),A - Excellent,Isopropyl Acetate
14,Copper,N/A,Isopropyl Acetate
15,CPVC,N/A,Isopropyl Acetate
16,EPDM,B - Good,Isopropyl Acetate
17,Epoxy,A - Excellent,Isopropyl Acetate
18,Fluorocarbon (FKM),D - Poor,Isopropyl Acetate
19,Hastelloy-C®,B - Good,Isopropyl Acetate
20,Hypalon®,D - Poor,Isopropyl Acetate
21,Hytrel®,C - Fair,Isopropyl Acetate
22,Kalrez,A - Excellent,Isopropyl Acetate
23,Kel-F®,N/A,Isopropyl Acetate
24,LDPE,B1 - Good,Isopropyl Acetate
25,Natural rubber,D - Poor,Isopropyl Acetate
26,Neoprene,D - Poor,Isopropyl Acetate
27,NORYL®,N/A,Isopropyl Acetate
28,Nylon,B1 - Good,Isopropyl Acetate
29,Polycarbonate,D - Poor,Isopropyl Acetate
30,Polyetherether Ketone (PEEK),N/A,Isopropyl Acetate
31,Polypropylene,B1 - Good,Isopropyl Acetate
32,Polyurethane,D - Poor,Isopropyl Acetate
33,PPS (Ryton®),N/A,Isopropyl Acetate
34,PTFE,A - Excellent,Isopropyl Acetate
35,PVC,D - Poor,Isopropyl Acetate
36,PVDF (Kynar®),D - Poor,Isopropyl Acetate
37,Silicone,D - Poor,Isopropyl Acetate
38,stainless steel - 304,C - Fair,Isopropyl Acetate
39,stainless steel - 316,A - Excellent,Isopropyl Acetate
40,Titanium,N/A,Isopropyl Acetate
41,Tygon®,N/A,Isopropyl Acetate
42,Viton®,D - Poor,Isopropyl Acetate
