,material,compatibility,chemical
0,,,Butadiene
1,ABS plastic,N/A,Butadiene
2,Acetal (Delrin®),A - Excellent,Butadiene
3,Aluminum,A - Excellent,Butadiene
4,Brass,N/A,Butadiene
5,Bronze,C - Fair,Butadiene
6,Buna N (Nitrile),D - Poor,Butadiene
7,Carbon graphite,A - Excellent,Butadiene
8,Carbon Steel,A - Excellent,Butadiene
9,Carpenter 20,A - Excellent,Butadiene
10,Cast iron,N/A,Butadiene
11,Ceramic Al203,N/A,Butadiene
12,Ceramic magnet,N/A,Butadiene
13,ChemRaz (FFKM),A - Excellent,Butadiene
14,Copper,C - Fair,Butadiene
15,CPVC,A1 - Excellent,Butadiene
16,EPDM,C - Fair,Butadiene
17,Epoxy,A1 - Excellent,Butadiene
18,Fluorocarbon (FKM),B - Good,Butadiene
19,Hastelloy-C®,C - Fair,Butadiene
20,Hypalon®,B - Good,Butadiene
21,Hytrel®,N/A,Butadiene
22,Kalrez,A - Excellent,Butadiene
23,Kel-F®,A - Excellent,Butadiene
24,LDPE,D - Poor,Butadiene
25,Natural rubber,D - Poor,Butadiene
26,Neoprene,B - Good,Butadiene
27,NORYL®,D - Poor,Butadiene
28,Nylon,C1 - Fair,Butadiene
29,Polycarbonate,D - Poor,Butadiene
30,Polyetherether Ketone (PEEK),N/A,Butadiene
31,Polypropylene,C - Fair,Butadiene
32,Polyurethane,D - Poor,Butadiene
33,PPS (Ryton®),A1 - Excellent,Butadiene
34,PTFE,A2 - Excellent,Butadiene
35,PVC,C1 - Fair,Butadiene
36,PVDF (Kynar®),A - Excellent,Butadiene
37,Silicone,D - Poor,Butadiene
38,stainless steel - 304,A - Excellent,Butadiene
39,stainless steel - 316,A1 - Excellent,Butadiene
40,Titanium,N/A,Butadiene
41,Tygon®,N/A,Butadiene
42,Viton®,B - Good,Butadiene
