,material,compatibility,chemical
0,,,Calcium Chloride
1,ABS plastic,B - Good,Calcium Chloride
2,Acetal (Delrin®),D - Poor,Calcium Chloride
3,Aluminum,D - Poor,Calcium Chloride
4,Brass,N/A,Calcium Chloride
5,Bronze,A - Excellent,Calcium Chloride
6,Buna N (Nitrile),A - Excellent,Calcium Chloride
7,Carbon graphite,A - Excellent,Calcium Chloride
8,Carbon Steel,N/A,Calcium Chloride
9,Carpenter 20,B - Good,Calcium Chloride
10,Cast iron,C - Fair,Calcium Chloride
11,Ceramic Al203,A - Excellent,Calcium Chloride
12,Ceramic magnet,A - Excellent,Calcium Chloride
13,ChemRaz (FFKM),A - Excellent,Calcium Chloride
14,Copper,B - Good,Calcium Chloride
15,CPVC,A2 - Excellent,Calcium Chloride
16,EPDM,A - Excellent,Calcium Chloride
17,Epoxy,A1 - Excellent,Calcium Chloride
18,Fluorocarbon (FKM),A - Excellent,Calcium Chloride
19,Hastelloy-C®,A - Excellent,Calcium Chloride
20,Hypalon®,A - Excellent,Calcium Chloride
21,Hytrel®,A1 - Excellent,Calcium Chloride
22,Kalrez,A - Excellent,Calcium Chloride
23,Kel-F®,A - Excellent,Calcium Chloride
24,LDPE,B2 - Good,Calcium Chloride
25,Natural rubber,A - Excellent,Calcium Chloride
26,Neoprene,A - Excellent,Calcium Chloride
27,NORYL®,A - Excellent,Calcium Chloride
28,Nylon,A1 - Excellent,Calcium Chloride
29,Polycarbonate,N/A,Calcium Chloride
30,Polyetherether Ketone (PEEK),A - Excellent,Calcium Chloride
31,Polypropylene,A2 - Excellent,Calcium Chloride
32,Polyurethane,A - Excellent,Calcium Chloride
33,PPS (Ryton®),A - Excellent,Calcium Chloride
34,PTFE,A - Excellent,Calcium Chloride
35,PVC,C - Fair,Calcium Chloride
36,PVDF (Kynar®),A - Excellent,Calcium Chloride
37,Silicone,A - Excellent,Calcium Chloride
38,stainless steel - 304,C2 - Fair,Calcium Chloride
39,stainless steel - 316,B2 - Good,Calcium Chloride
40,Titanium,A - Excellent,Calcium Chloride
41,Tygon®,N/A,Calcium Chloride
42,Viton®,A - Excellent,Calcium Chloride
