,material,compatibility,chemical
0,,,Tartaric Acid
1,ABS plastic,N/A,Tartaric Acid
2,Acetal (Delrin®),B - Good,Tartaric Acid
3,Aluminum,A - Excellent,Tartaric Acid
4,Brass,N/A,Tartaric Acid
5,Bronze,A2 - Excellent,Tartaric Acid
6,Buna N (Nitrile),B1 - Good,Tartaric Acid
7,Carbon graphite,A - Excellent,Tartaric Acid
8,Carbon Steel,N/A,Tartaric Acid
9,Carpenter 20,A - Excellent,Tartaric Acid
10,Cast iron,N/A,Tartaric Acid
11,Ceramic Al203,N/A,Tartaric Acid
12,Ceramic magnet,N/A,Tartaric Acid
13,ChemRaz (FFKM),N/A,Tartaric Acid
14,Copper,N/A,Tartaric Acid
15,CPVC,A1 - Excellent,Tartaric Acid
16,EPDM,B - Good,Tartaric Acid
17,Epoxy,A - Excellent,Tartaric Acid
18,Fluorocarbon (FKM),A - Excellent,Tartaric Acid
19,Hastelloy-C®,B - Good,Tartaric Acid
20,Hypalon®,B - Good,Tartaric Acid
21,Hytrel®,N/A,Tartaric Acid
22,Kalrez,N/A,Tartaric Acid
23,Kel-F®,N/A,Tartaric Acid
24,LDPE,A1 - Excellent,Tartaric Acid
25,Natural rubber,C - Fair,Tartaric Acid
26,Neoprene,A - Excellent,Tartaric Acid
27,NORYL®,A2 - Excellent,Tartaric Acid
28,Nylon,A1 - Excellent,Tartaric Acid
29,Polycarbonate,N/A,Tartaric Acid
30,Polyetherether Ketone (PEEK),N/A,Tartaric Acid
31,Polypropylene,A1 - Excellent,Tartaric Acid
32,Polyurethane,D - Poor,Tartaric Acid
33,PPS (Ryton®),N/A,Tartaric Acid
34,PTFE,A - Excellent,Tartaric Acid
35,PVC,A1 - Excellent,Tartaric Acid
36,PVDF (Kynar®),N/A,Tartaric Acid
37,Silicone,B - Good,Tartaric Acid
38,stainless steel - 304,A2 - Excellent,Tartaric Acid
39,stainless steel - 316,A2 - Excellent,Tartaric Acid
40,Titanium,A - Excellent,Tartaric Acid
41,Tygon®,B - Good,Tartaric Acid
42,Viton®,A - Excellent,Tartaric Acid
