,material,compatibility,chemical
0,,,Hydrofluosilicic Acid 100%
1,ABS plastic,N/A,Hydrofluosilicic Acid 100%
2,Acetal (Delrin®),A - Excellent,Hydrofluosilicic Acid 100%
3,Aluminum,D - Poor,Hydrofluosilicic Acid 100%
4,Brass,N/A,Hydrofluosilicic Acid 100%
5,Bronze,B2 - Good,Hydrofluosilicic Acid 100%
6,Buna N (Nitrile),B - Good,Hydrofluosilicic Acid 100%
7,Carbon graphite,A - Excellent,Hydrofluosilicic Acid 100%
8,Carbon Steel,D - Poor,Hydrofluosilicic Acid 100%
9,Carpenter 20,D - Poor,Hydrofluosilicic Acid 100%
10,Cast iron,D - Poor,Hydrofluosilicic Acid 100%
11,Ceramic Al203,N/A,Hydrofluosilicic Acid 100%
12,Ceramic magnet,N/A,Hydrofluosilicic Acid 100%
13,ChemRaz (FFKM),A - Excellent,Hydrofluosilicic Acid 100%
14,Copper,N/A,Hydrofluosilicic Acid 100%
15,CPVC,N/A,Hydrofluosilicic Acid 100%
16,EPDM,A - Excellent,Hydrofluosilicic Acid 100%
17,Epoxy,C1 - Fair,Hydrofluosilicic Acid 100%
18,Fluorocarbon (FKM),A - Excellent,Hydrofluosilicic Acid 100%
19,Hastelloy-C®,B - Good,Hydrofluosilicic Acid 100%
20,Hypalon®,B - Good,Hydrofluosilicic Acid 100%
21,Hytrel®,N/A,Hydrofluosilicic Acid 100%
22,Kalrez,A - Excellent,Hydrofluosilicic Acid 100%
23,Kel-F®,B - Good,Hydrofluosilicic Acid 100%
24,LDPE,B1 - Good,Hydrofluosilicic Acid 100%
25,Natural rubber,A - Excellent,Hydrofluosilicic Acid 100%
26,Neoprene,B - Good,Hydrofluosilicic Acid 100%
27,NORYL®,B2 - Good,Hydrofluosilicic Acid 100%
28,Nylon,D - Poor,Hydrofluosilicic Acid 100%
29,Polycarbonate,N/A,Hydrofluosilicic Acid 100%
30,Polyetherether Ketone (PEEK),N/A,Hydrofluosilicic Acid 100%
31,Polypropylene,A - Excellent,Hydrofluosilicic Acid 100%
32,Polyurethane,D - Poor,Hydrofluosilicic Acid 100%
33,PPS (Ryton®),A1 - Excellent,Hydrofluosilicic Acid 100%
34,PTFE,A - Excellent,Hydrofluosilicic Acid 100%
35,PVC,B1 - Good,Hydrofluosilicic Acid 100%
36,PVDF (Kynar®),A1 - Excellent,Hydrofluosilicic Acid 100%
37,Silicone,D - Poor,Hydrofluosilicic Acid 100%
38,stainless steel - 304,D - Poor,Hydrofluosilicic Acid 100%
39,stainless steel - 316,D - Poor,Hydrofluosilicic Acid 100%
40,Titanium,D - Poor,Hydrofluosilicic Acid 100%
41,Tygon®,D - Poor,Hydrofluosilicic Acid 100%
42,Viton®,A - Excellent,Hydrofluosilicic Acid 100%
