,material,compatibility,chemical
0,,,Nickel Chloride
1,ABS plastic,A - Excellent,Nickel Chloride
2,Acetal (Delrin®),A - Excellent,Nickel Chloride
3,Aluminum,D - Poor,Nickel Chloride
4,Brass,D - Poor,Nickel Chloride
5,Bronze,B1 - Good,Nickel Chloride
6,Buna N (Nitrile),A1 - Excellent,Nickel Chloride
7,Carbon graphite,A - Excellent,Nickel Chloride
8,Carbon Steel,D - Poor,Nickel Chloride
9,Carpenter 20,D - Poor,Nickel Chloride
10,Cast iron,D - Poor,Nickel Chloride
11,Ceramic Al203,A - Excellent,Nickel Chloride
12,Ceramic magnet,N/A,Nickel Chloride
13,ChemRaz (FFKM),A - Excellent,Nickel Chloride
14,Copper,N/A,Nickel Chloride
15,CPVC,A - Excellent,Nickel Chloride
16,EPDM,A1 - Excellent,Nickel Chloride
17,Epoxy,A - Excellent,Nickel Chloride
18,Fluorocarbon (FKM),A - Excellent,Nickel Chloride
19,Hastelloy-C®,B - Good,Nickel Chloride
20,Hypalon®,A - Excellent,Nickel Chloride
21,Hytrel®,N/A,Nickel Chloride
22,Kalrez,A - Excellent,Nickel Chloride
23,Kel-F®,A - Excellent,Nickel Chloride
24,LDPE,A - Excellent,Nickel Chloride
25,Natural rubber,A - Excellent,Nickel Chloride
26,Neoprene,B - Good,Nickel Chloride
27,NORYL®,A1 - Excellent,Nickel Chloride
28,Nylon,C1 - Fair,Nickel Chloride
29,Polycarbonate,A2 - Excellent,Nickel Chloride
30,Polyetherether Ketone (PEEK),A - Excellent,Nickel Chloride
31,Polypropylene,A - Excellent,Nickel Chloride
32,Polyurethane,D - Poor,Nickel Chloride
33,PPS (Ryton®),A - Excellent,Nickel Chloride
34,PTFE,A - Excellent,Nickel Chloride
35,PVC,A - Excellent,Nickel Chloride
36,PVDF (Kynar®),A - Excellent,Nickel Chloride
37,Silicone,A - Excellent,Nickel Chloride
38,stainless steel - 304,D - Poor,Nickel Chloride
39,stainless steel - 316,C - Fair,Nickel Chloride
40,Titanium,A - Excellent,Nickel Chloride
41,Tygon®,B - Good,Nickel Chloride
42,Viton®,A - Excellent,Nickel Chloride
