,material,compatibility,chemical
0,,,Ethylene Diamine
1,ABS plastic,D - Poor,Ethylene Diamine
2,Acetal (Delrin®),D - Poor,Ethylene Diamine
3,Aluminum,B - Good,Ethylene Diamine
4,Brass,B - Good,Ethylene Diamine
5,Bronze,B - Good,Ethylene Diamine
6,Buna N (Nitrile),D - Poor,Ethylene Diamine
7,Carbon graphite,A - Excellent,Ethylene Diamine
8,Carbon Steel,B - Good,Ethylene Diamine
9,Carpenter 20,N/A,Ethylene Diamine
10,Cast iron,N/A,Ethylene Diamine
11,Ceramic Al203,N/A,Ethylene Diamine
12,Ceramic magnet,N/A,Ethylene Diamine
13,ChemRaz (FFKM),A - Excellent,Ethylene Diamine
14,Copper,B - Good,Ethylene Diamine
15,CPVC,D - Poor,Ethylene Diamine
16,EPDM,B - Good,Ethylene Diamine
17,Epoxy,D - Poor,Ethylene Diamine
18,Fluorocarbon (FKM),A - Excellent,Ethylene Diamine
19,Hastelloy-C®,B - Good,Ethylene Diamine
20,Hypalon®,C - Fair,Ethylene Diamine
21,Hytrel®,N/A,Ethylene Diamine
22,Kalrez,A - Excellent,Ethylene Diamine
23,Kel-F®,N/A,Ethylene Diamine
24,LDPE,D - Poor,Ethylene Diamine
25,Natural rubber,C - Fair,Ethylene Diamine
26,Neoprene,A - Excellent,Ethylene Diamine
27,NORYL®,N/A,Ethylene Diamine
28,Nylon,D - Poor,Ethylene Diamine
29,Polycarbonate,D - Poor,Ethylene Diamine
30,Polyetherether Ketone (PEEK),A - Excellent,Ethylene Diamine
31,Polypropylene,D - Poor,Ethylene Diamine
32,Polyurethane,D - Poor,Ethylene Diamine
33,PPS (Ryton®),N/A,Ethylene Diamine
34,PTFE,A - Excellent,Ethylene Diamine
35,PVC,D - Poor,Ethylene Diamine
36,PVDF (Kynar®),A - Excellent,Ethylene Diamine
37,Silicone,C - Fair,Ethylene Diamine
38,stainless steel - 304,B - Good,Ethylene Diamine
39,stainless steel - 316,B - Good,Ethylene Diamine
40,Titanium,B - Good,Ethylene Diamine
41,Tygon®,D - Poor,Ethylene Diamine
42,Viton®,A - Excellent,Ethylene Diamine
