,material,compatibility,chemical
0,,,Fuel Oils
1,ABS plastic,D - Poor,Fuel Oils
2,Acetal (Delrin®),A - Excellent,Fuel Oils
3,Aluminum,C1 - Fair,Fuel Oils
4,Brass,B - Good,Fuel Oils
5,Bronze,A - Excellent,Fuel Oils
6,Buna N (Nitrile),A - Excellent,Fuel Oils
7,Carbon graphite,A - Excellent,Fuel Oils
8,Carbon Steel,A - Excellent,Fuel Oils
9,Carpenter 20,A - Excellent,Fuel Oils
10,Cast iron,A - Excellent,Fuel Oils
11,Ceramic Al203,N/A,Fuel Oils
12,Ceramic magnet,N/A,Fuel Oils
13,ChemRaz (FFKM),A - Excellent,Fuel Oils
14,Copper,A - Excellent,Fuel Oils
15,CPVC,N/A,Fuel Oils
16,EPDM,D - Poor,Fuel Oils
17,Epoxy,A1 - Excellent,Fuel Oils
18,Fluorocarbon (FKM),A - Excellent,Fuel Oils
19,Hastelloy-C®,A1 - Excellent,Fuel Oils
20,Hypalon®,C - Fair,Fuel Oils
21,Hytrel®,N/A,Fuel Oils
22,Kalrez,A - Excellent,Fuel Oils
23,Kel-F®,A - Excellent,Fuel Oils
24,LDPE,B - Good,Fuel Oils
25,Natural rubber,D - Poor,Fuel Oils
26,Neoprene,B - Good,Fuel Oils
27,NORYL®,B - Good,Fuel Oils
28,Nylon,A1 - Excellent,Fuel Oils
29,Polycarbonate,B1 - Good,Fuel Oils
30,Polyetherether Ketone (PEEK),A - Excellent,Fuel Oils
31,Polypropylene,A - Excellent,Fuel Oils
32,Polyurethane,D - Poor,Fuel Oils
33,PPS (Ryton®),A - Excellent,Fuel Oils
34,PTFE,B - Good,Fuel Oils
35,PVC,A2 - Excellent,Fuel Oils
36,PVDF (Kynar®),B - Good,Fuel Oils
37,Silicone,D - Poor,Fuel Oils
38,stainless steel - 304,A - Excellent,Fuel Oils
39,stainless steel - 316,A - Excellent,Fuel Oils
40,Titanium,A - Excellent,Fuel Oils
41,Tygon®,A - Excellent,Fuel Oils
42,Viton®,A - Excellent,Fuel Oils
