,material,compatibility,chemical
0,,,Calcium Chlorate
1,ABS plastic,N/A,Calcium Chlorate
2,Acetal (Delrin®),A - Excellent,Calcium Chlorate
3,Aluminum,N/A,Calcium Chlorate
4,Brass,N/A,Calcium Chlorate
5,Bronze,N/A,Calcium Chlorate
6,Buna N (Nitrile),A - Excellent,Calcium Chlorate
7,Carbon graphite,N/A,Calcium Chlorate
8,Carbon Steel,N/A,Calcium Chlorate
9,Carpenter 20,N/A,Calcium Chlorate
10,Cast iron,N/A,Calcium Chlorate
11,Ceramic Al203,A - Excellent,Calcium Chlorate
12,Ceramic magnet,N/A,Calcium Chlorate
13,ChemRaz (FFKM),A - Excellent,Calcium Chlorate
14,Copper,A - Excellent,Calcium Chlorate
15,CPVC,A1 - Excellent,Calcium Chlorate
16,EPDM,A - Excellent,Calcium Chlorate
17,Epoxy,N/A,Calcium Chlorate
18,Fluorocarbon (FKM),A - Excellent,Calcium Chlorate
19,Hastelloy-C®,N/A,Calcium Chlorate
20,Hypalon®,B - Good,Calcium Chlorate
21,Hytrel®,N/A,Calcium Chlorate
22,Kalrez,A - Excellent,Calcium Chlorate
23,Kel-F®,N/A,Calcium Chlorate
24,LDPE,N/A,Calcium Chlorate
25,Natural rubber,A - Excellent,Calcium Chlorate
26,Neoprene,N/A,Calcium Chlorate
27,NORYL®,N/A,Calcium Chlorate
28,Nylon,N/A,Calcium Chlorate
29,Polycarbonate,N/A,Calcium Chlorate
30,Polyetherether Ketone (PEEK),N/A,Calcium Chlorate
31,Polypropylene,N/A,Calcium Chlorate
32,Polyurethane,B - Good,Calcium Chlorate
33,PPS (Ryton®),N/A,Calcium Chlorate
34,PTFE,A - Excellent,Calcium Chlorate
35,PVC,B2 - Good,Calcium Chlorate
36,PVDF (Kynar®),A - Excellent,Calcium Chlorate
37,Silicone,N/A,Calcium Chlorate
38,stainless steel - 304,N/A,Calcium Chlorate
39,stainless steel - 316,N/A,Calcium Chlorate
40,Titanium,N/A,Calcium Chlorate
41,Tygon®,N/A,Calcium Chlorate
42,Viton®,A - Excellent,Calcium Chlorate
