,material,compatibility,chemical
0,,,Calcium Bisulfite
1,ABS plastic,N/A,Calcium Bisulfite
2,Acetal (Delrin®),D - Poor,Calcium Bisulfite
3,Aluminum,D - Poor,Calcium Bisulfite
4,Brass,N/A,Calcium Bisulfite
5,Bronze,N/A,Calcium Bisulfite
6,Buna N (Nitrile),A - Excellent,Calcium Bisulfite
7,Carbon graphite,A - Excellent,Calcium Bisulfite
8,Carbon Steel,D - Poor,Calcium Bisulfite
9,Carpenter 20,B1 - Good,Calcium Bisulfite
10,Cast iron,N/A,Calcium Bisulfite
11,Ceramic Al203,N/A,Calcium Bisulfite
12,Ceramic magnet,A - Excellent,Calcium Bisulfite
13,ChemRaz (FFKM),A - Excellent,Calcium Bisulfite
14,Copper,N/A,Calcium Bisulfite
15,CPVC,A1 - Excellent,Calcium Bisulfite
16,EPDM,D - Poor,Calcium Bisulfite
17,Epoxy,A1 - Excellent,Calcium Bisulfite
18,Fluorocarbon (FKM),A - Excellent,Calcium Bisulfite
19,Hastelloy-C®,B - Good,Calcium Bisulfite
20,Hypalon®,A - Excellent,Calcium Bisulfite
21,Hytrel®,B - Good,Calcium Bisulfite
22,Kalrez,A - Excellent,Calcium Bisulfite
23,Kel-F®,A - Excellent,Calcium Bisulfite
24,LDPE,A1 - Excellent,Calcium Bisulfite
25,Natural rubber,D - Poor,Calcium Bisulfite
26,Neoprene,A - Excellent,Calcium Bisulfite
27,NORYL®,A1 - Excellent,Calcium Bisulfite
28,Nylon,A2 - Excellent,Calcium Bisulfite
29,Polycarbonate,D - Poor,Calcium Bisulfite
30,Polyetherether Ketone (PEEK),N/A,Calcium Bisulfite
31,Polypropylene,A - Excellent,Calcium Bisulfite
32,Polyurethane,A - Excellent,Calcium Bisulfite
33,PPS (Ryton®),A - Excellent,Calcium Bisulfite
34,PTFE,A - Excellent,Calcium Bisulfite
35,PVC,B - Good,Calcium Bisulfite
36,PVDF (Kynar®),A - Excellent,Calcium Bisulfite
37,Silicone,A - Excellent,Calcium Bisulfite
38,stainless steel - 304,B - Good,Calcium Bisulfite
39,stainless steel - 316,A - Excellent,Calcium Bisulfite
40,Titanium,A - Excellent,Calcium Bisulfite
41,Tygon®,N/A,Calcium Bisulfite
42,Viton®,A - Excellent,Calcium Bisulfite
