,material,compatibility,chemical
0,,,Weed Killers
1,ABS plastic,N/A,Weed Killers
2,Acetal (Delrin®),A - Excellent,Weed Killers
3,Aluminum,B - Good,Weed Killers
4,Brass,D - Poor,Weed Killers
5,Bronze,A - Excellent,Weed Killers
6,Buna N (Nitrile),A - Excellent,Weed Killers
7,Carbon graphite,A - Excellent,Weed Killers
8,Carbon Steel,D - Poor,Weed Killers
9,Carpenter 20,D - Poor,Weed Killers
10,Cast iron,D - Poor,Weed Killers
11,Ceramic Al203,B - Good,Weed Killers
12,Ceramic magnet,N/A,Weed Killers
13,ChemRaz (FFKM),B - Good,Weed Killers
14,Copper,B - Good,Weed Killers
15,CPVC,A - Excellent,Weed Killers
16,EPDM,A - Excellent,Weed Killers
17,Epoxy,A - Excellent,Weed Killers
18,Fluorocarbon (FKM),A - Excellent,Weed Killers
19,Hastelloy-C®,A - Excellent,Weed Killers
20,Hypalon®,N/A,Weed Killers
21,Hytrel®,A - Excellent,Weed Killers
22,Kalrez,N/A,Weed Killers
23,Kel-F®,A - Excellent,Weed Killers
24,LDPE,A2 - Excellent,Weed Killers
25,Natural rubber,A - Excellent,Weed Killers
26,Neoprene,A - Excellent,Weed Killers
27,NORYL®,A - Excellent,Weed Killers
28,Nylon,A2 - Excellent,Weed Killers
29,Polycarbonate,A2 - Excellent,Weed Killers
30,Polyetherether Ketone (PEEK),A - Excellent,Weed Killers
31,Polypropylene,A - Excellent,Weed Killers
32,Polyurethane,D - Poor,Weed Killers
33,PPS (Ryton®),A - Excellent,Weed Killers
34,PTFE,A - Excellent,Weed Killers
35,PVC,B - Good,Weed Killers
36,PVDF (Kynar®),A - Excellent,Weed Killers
37,Silicone,B - Good,Weed Killers
38,stainless steel - 304,B - Good,Weed Killers
39,stainless steel - 316,B - Good,Weed Killers
40,Titanium,A - Excellent,Weed Killers
41,Tygon®,B - Good,Weed Killers
42,Viton®,A - Excellent,Weed Killers
