,material,compatibility,chemical
0,,,Lead Sulfamate
1,ABS plastic,N/A,Lead Sulfamate
2,Acetal (Delrin®),A - Excellent,Lead Sulfamate
3,Aluminum,C - Fair,Lead Sulfamate
4,Brass,N/A,Lead Sulfamate
5,Bronze,N/A,Lead Sulfamate
6,Buna N (Nitrile),B - Good,Lead Sulfamate
7,Carbon graphite,N/A,Lead Sulfamate
8,Carbon Steel,C - Fair,Lead Sulfamate
9,Carpenter 20,N/A,Lead Sulfamate
10,Cast iron,N/A,Lead Sulfamate
11,Ceramic Al203,N/A,Lead Sulfamate
12,Ceramic magnet,N/A,Lead Sulfamate
13,ChemRaz (FFKM),A - Excellent,Lead Sulfamate
14,Copper,N/A,Lead Sulfamate
15,CPVC,N/A,Lead Sulfamate
16,EPDM,A - Excellent,Lead Sulfamate
17,Epoxy,A - Excellent,Lead Sulfamate
18,Fluorocarbon (FKM),A - Excellent,Lead Sulfamate
19,Hastelloy-C®,N/A,Lead Sulfamate
20,Hypalon®,A - Excellent,Lead Sulfamate
21,Hytrel®,N/A,Lead Sulfamate
22,Kalrez,A - Excellent,Lead Sulfamate
23,Kel-F®,N/A,Lead Sulfamate
24,LDPE,A1 - Excellent,Lead Sulfamate
25,Natural rubber,B - Good,Lead Sulfamate
26,Neoprene,A - Excellent,Lead Sulfamate
27,NORYL®,N/A,Lead Sulfamate
28,Nylon,B1 - Good,Lead Sulfamate
29,Polycarbonate,A1 - Excellent,Lead Sulfamate
30,Polyetherether Ketone (PEEK),N/A,Lead Sulfamate
31,Polypropylene,A2 - Excellent,Lead Sulfamate
32,Polyurethane,N/A,Lead Sulfamate
33,PPS (Ryton®),N/A,Lead Sulfamate
34,PTFE,B - Good,Lead Sulfamate
35,PVC,B - Good,Lead Sulfamate
36,PVDF (Kynar®),A - Excellent,Lead Sulfamate
37,Silicone,B - Good,Lead Sulfamate
38,stainless steel - 304,C - Fair,Lead Sulfamate
39,stainless steel - 316,C - Fair,Lead Sulfamate
40,Titanium,N/A,Lead Sulfamate
41,Tygon®,N/A,Lead Sulfamate
42,Viton®,A - Excellent,Lead Sulfamate
