,material,compatibility,chemical
0,,,Methyl Bromide
1,ABS plastic,D - Poor,Methyl Bromide
2,Acetal (Delrin®),D - Poor,Methyl Bromide
3,Aluminum,D - Poor,Methyl Bromide
4,Brass,N/A,Methyl Bromide
5,Bronze,N/A,Methyl Bromide
6,Buna N (Nitrile),B1 - Good,Methyl Bromide
7,Carbon graphite,A - Excellent,Methyl Bromide
8,Carbon Steel,A - Excellent,Methyl Bromide
9,Carpenter 20,N/A,Methyl Bromide
10,Cast iron,A - Excellent,Methyl Bromide
11,Ceramic Al203,N/A,Methyl Bromide
12,Ceramic magnet,N/A,Methyl Bromide
13,ChemRaz (FFKM),A - Excellent,Methyl Bromide
14,Copper,B - Good,Methyl Bromide
15,CPVC,D - Poor,Methyl Bromide
16,EPDM,D - Poor,Methyl Bromide
17,Epoxy,B - Good,Methyl Bromide
18,Fluorocarbon (FKM),A - Excellent,Methyl Bromide
19,Hastelloy-C®,N/A,Methyl Bromide
20,Hypalon®,D - Poor,Methyl Bromide
21,Hytrel®,N/A,Methyl Bromide
22,Kalrez,A - Excellent,Methyl Bromide
23,Kel-F®,N/A,Methyl Bromide
24,LDPE,C1 - Fair,Methyl Bromide
25,Natural rubber,D - Poor,Methyl Bromide
26,Neoprene,D - Poor,Methyl Bromide
27,NORYL®,N/A,Methyl Bromide
28,Nylon,B1 - Good,Methyl Bromide
29,Polycarbonate,N/A,Methyl Bromide
30,Polyetherether Ketone (PEEK),N/A,Methyl Bromide
31,Polypropylene,C - Fair,Methyl Bromide
32,Polyurethane,D - Poor,Methyl Bromide
33,PPS (Ryton®),N/A,Methyl Bromide
34,PTFE,A - Excellent,Methyl Bromide
35,PVC,D - Poor,Methyl Bromide
36,PVDF (Kynar®),A - Excellent,Methyl Bromide
37,Silicone,N/A,Methyl Bromide
38,stainless steel - 304,A - Excellent,Methyl Bromide
39,stainless steel - 316,A - Excellent,Methyl Bromide
40,Titanium,N/A,Methyl Bromide
41,Tygon®,N/A,Methyl Bromide
42,Viton®,A - Excellent,Methyl Bromide
