,material,compatibility,chemical
0,,,Freonr 11
1,ABS plastic,D - Poor,Freonr 11
2,Acetal (Delrin®),D - Poor,Freonr 11
3,Aluminum,D - Poor,Freonr 11
4,Brass,N/A,Freonr 11
5,Bronze,N/A,Freonr 11
6,Buna N (Nitrile),B - Good,Freonr 11
7,Carbon graphite,N/A,Freonr 11
8,Carbon Steel,D - Poor,Freonr 11
9,Carpenter 20,A - Excellent,Freonr 11
10,Cast iron,A - Excellent,Freonr 11
11,Ceramic Al203,A - Excellent,Freonr 11
12,Ceramic magnet,A - Excellent,Freonr 11
13,ChemRaz (FFKM),N/A,Freonr 11
14,Copper,A - Excellent,Freonr 11
15,CPVC,A2 - Excellent,Freonr 11
16,EPDM,D - Poor,Freonr 11
17,Epoxy,A - Excellent,Freonr 11
18,Fluorocarbon (FKM),D - Poor,Freonr 11
19,Hastelloy-C®,A - Excellent,Freonr 11
20,Hypalon®,B - Good,Freonr 11
21,Hytrel®,A - Excellent,Freonr 11
22,Kalrez,C - Fair,Freonr 11
23,Kel-F®,A - Excellent,Freonr 11
24,LDPE,C - Fair,Freonr 11
25,Natural rubber,D - Poor,Freonr 11
26,Neoprene,D - Poor,Freonr 11
27,NORYL®,B - Good,Freonr 11
28,Polyetherether Ketone (PEEK),A - Excellent,Freonr 11
29,Polypropylene,A - Excellent,Freonr 11
30,Polyurethane,D - Poor,Freonr 11
31,PPS (Ryton®),A - Excellent,Freonr 11
32,PTFE,A - Excellent,Freonr 11
33,PVC,A2 - Excellent,Freonr 11
34,PVDF (Kynar®),A - Excellent,Freonr 11
35,Silicone,D - Poor,Freonr 11
36,stainless steel - 304,A - Excellent,Freonr 11
37,stainless steel - 316,A - Excellent,Freonr 11
38,Titanium,B - Good,Freonr 11
39,Tygon®,B - Good,Freonr 11
40,Viton®,B - Good,Freonr 11
