,material,compatibility,chemical
0,,,Grape Juice
1,ABS plastic,B - Good,Grape Juice
2,Acetal (Delrin®),A - Excellent,Grape Juice
3,Aluminum,N/A,Grape Juice
4,Brass,N/A,Grape Juice
5,Bronze,A - Excellent,Grape Juice
6,Buna N (Nitrile),A - Excellent,Grape Juice
7,Carbon graphite,N/A,Grape Juice
8,Carbon Steel,N/A,Grape Juice
9,Carpenter 20,C - Fair,Grape Juice
10,Cast iron,D - Poor,Grape Juice
11,Ceramic Al203,N/A,Grape Juice
12,Ceramic magnet,N/A,Grape Juice
13,ChemRaz (FFKM),N/A,Grape Juice
14,Copper,N/A,Grape Juice
15,CPVC,A - Excellent,Grape Juice
16,EPDM,A - Excellent,Grape Juice
17,Epoxy,A - Excellent,Grape Juice
18,Fluorocarbon (FKM),A - Excellent,Grape Juice
19,Hastelloy-C®,N/A,Grape Juice
20,Hypalon®,N/A,Grape Juice
21,Hytrel®,N/A,Grape Juice
22,Kalrez,N/A,Grape Juice
23,Kel-F®,N/A,Grape Juice
24,LDPE,B - Good,Grape Juice
25,Natural rubber,D - Poor,Grape Juice
26,Neoprene,D - Poor,Grape Juice
27,NORYL®,N/A,Grape Juice
28,Nylon,A - Excellent,Grape Juice
29,Polycarbonate,N/A,Grape Juice
30,Polyetherether Ketone (PEEK),N/A,Grape Juice
31,Polypropylene,N/A,Grape Juice
32,Polyurethane,D - Poor,Grape Juice
33,PPS (Ryton®),N/A,Grape Juice
34,PTFE,A - Excellent,Grape Juice
35,PVC,A - Excellent,Grape Juice
36,PVDF (Kynar®),A - Excellent,Grape Juice
37,Silicone,A - Excellent,Grape Juice
38,stainless steel - 304,A - Excellent,Grape Juice
39,stainless steel - 316,A - Excellent,Grape Juice
40,Titanium,A - Excellent,Grape Juice
41,Tygon®,B - Good,Grape Juice
42,Viton®,A - Excellent,Grape Juice
