,material,compatibility,chemical
0,,,Dichlorobenzene
1,ABS plastic,D - Poor,Dichlorobenzene
2,Acetal (Delrin®),N/A,Dichlorobenzene
3,Aluminum,B1 - Good,Dichlorobenzene
4,Brass,N/A,Dichlorobenzene
5,Bronze,B1 - Good,Dichlorobenzene
6,Buna N (Nitrile),D - Poor,Dichlorobenzene
7,Carbon graphite,A2 - Excellent,Dichlorobenzene
8,Carbon Steel,B - Good,Dichlorobenzene
9,Carpenter 20,N/A,Dichlorobenzene
10,Cast iron,N/A,Dichlorobenzene
11,Ceramic Al203,N/A,Dichlorobenzene
12,Ceramic magnet,N/A,Dichlorobenzene
13,ChemRaz (FFKM),A - Excellent,Dichlorobenzene
14,Copper,N/A,Dichlorobenzene
15,CPVC,D - Poor,Dichlorobenzene
16,EPDM,D - Poor,Dichlorobenzene
17,Epoxy,A - Excellent,Dichlorobenzene
18,Fluorocarbon (FKM),N/A,Dichlorobenzene
19,Hastelloy-C®,A1 - Excellent,Dichlorobenzene
20,Hypalon®,D - Poor,Dichlorobenzene
21,Hytrel®,N/A,Dichlorobenzene
22,Kalrez,N/A,Dichlorobenzene
23,Kel-F®,N/A,Dichlorobenzene
24,LDPE,N/A,Dichlorobenzene
25,Natural rubber,D - Poor,Dichlorobenzene
26,Neoprene,D - Poor,Dichlorobenzene
27,NORYL®,N/A,Dichlorobenzene
28,Nylon,D - Poor,Dichlorobenzene
29,Polycarbonate,D - Poor,Dichlorobenzene
30,Polyetherether Ketone (PEEK),A - Excellent,Dichlorobenzene
31,Polypropylene,C1 - Fair,Dichlorobenzene
32,Polyurethane,D - Poor,Dichlorobenzene
33,PPS (Ryton®),N/A,Dichlorobenzene
34,PTFE,A - Excellent,Dichlorobenzene
35,PVC,D - Poor,Dichlorobenzene
36,PVDF (Kynar®),A - Excellent,Dichlorobenzene
37,Silicone,D - Poor,Dichlorobenzene
38,stainless steel - 304,N/A,Dichlorobenzene
39,stainless steel - 316,B1 - Good,Dichlorobenzene
40,Titanium,N/A,Dichlorobenzene
41,Tygon®,N/A,Dichlorobenzene
42,Viton®,C - Fair,Dichlorobenzene
