,material,compatibility,chemical
0,,,Aluminum Hydroxide
1,ABS plastic,B - Good,Aluminum Hydroxide
2,Acetal (Delrin®),A - Excellent,Aluminum Hydroxide
3,Aluminum,B1 - Good,Aluminum Hydroxide
4,Brass,B - Good,Aluminum Hydroxide
5,Bronze,C - Fair,Aluminum Hydroxide
6,Buna N (Nitrile),A - Excellent,Aluminum Hydroxide
7,Carbon graphite,A - Excellent,Aluminum Hydroxide
8,Carbon Steel,N/A,Aluminum Hydroxide
9,Carpenter 20,A1 - Excellent,Aluminum Hydroxide
10,Cast iron,A - Excellent,Aluminum Hydroxide
11,Ceramic Al203,N/A,Aluminum Hydroxide
12,Ceramic magnet,N/A,Aluminum Hydroxide
13,ChemRaz (FFKM),B - Good,Aluminum Hydroxide
14,Copper,D - Poor,Aluminum Hydroxide
15,CPVC,A - Excellent,Aluminum Hydroxide
16,EPDM,A - Excellent,Aluminum Hydroxide
17,Epoxy,B1 - Good,Aluminum Hydroxide
18,Fluorocarbon (FKM),A - Excellent,Aluminum Hydroxide
19,Hastelloy-C®,B - Good,Aluminum Hydroxide
20,Hypalon®,A2 - Excellent,Aluminum Hydroxide
21,Hytrel®,N/A,Aluminum Hydroxide
22,Kalrez,A - Excellent,Aluminum Hydroxide
23,Kel-F®,A1 - Excellent,Aluminum Hydroxide
24,LDPE,A2 - Excellent,Aluminum Hydroxide
25,Natural rubber,D - Poor,Aluminum Hydroxide
26,Neoprene,A - Excellent,Aluminum Hydroxide
27,NORYL®,A - Excellent,Aluminum Hydroxide
28,Nylon,A1 - Excellent,Aluminum Hydroxide
29,Polycarbonate,B1 - Good,Aluminum Hydroxide
30,Polyetherether Ketone (PEEK),N/A,Aluminum Hydroxide
31,Polypropylene,A - Excellent,Aluminum Hydroxide
32,Polyurethane,B - Good,Aluminum Hydroxide
33,PPS (Ryton®),N/A,Aluminum Hydroxide
34,PTFE,A - Excellent,Aluminum Hydroxide
35,PVC,A2 - Excellent,Aluminum Hydroxide
36,PVDF (Kynar®),A - Excellent,Aluminum Hydroxide
37,Silicone,N/A,Aluminum Hydroxide
38,stainless steel - 304,A1 - Excellent,Aluminum Hydroxide
39,stainless steel - 316,C1 - Fair,Aluminum Hydroxide
40,Titanium,B1 - Good,Aluminum Hydroxide
41,Tygon®,A2 - Excellent,Aluminum Hydroxide
42,Viton®,A - Excellent,Aluminum Hydroxide
