,material,compatibility,chemical
0,,,Trichloroethane
1,ABS plastic,N/A,Trichloroethane
2,Acetal (Delrin®),N/A,Trichloroethane
3,Aluminum,D - Poor,Trichloroethane
4,Brass,N/A,Trichloroethane
5,Bronze,N/A,Trichloroethane
6,Buna N (Nitrile),N/A,Trichloroethane
7,Carbon graphite,A - Excellent,Trichloroethane
8,Carbon Steel,D - Poor,Trichloroethane
9,Carpenter 20,N/A,Trichloroethane
10,Cast iron,D - Poor,Trichloroethane
11,Ceramic Al203,A - Excellent,Trichloroethane
12,Ceramic magnet,N/A,Trichloroethane
13,ChemRaz (FFKM),A - Excellent,Trichloroethane
14,Copper,D - Poor,Trichloroethane
15,CPVC,N/A,Trichloroethane
16,EPDM,B - Good,Trichloroethane
17,Epoxy,D - Poor,Trichloroethane
18,Fluorocarbon (FKM),D - Poor,Trichloroethane
19,Hastelloy-C®,B - Good,Trichloroethane
20,Hypalon®,N/A,Trichloroethane
21,Hytrel®,N/A,Trichloroethane
22,Kalrez,A - Excellent,Trichloroethane
23,Kel-F®,A - Excellent,Trichloroethane
24,LDPE,A - Excellent,Trichloroethane
25,Natural rubber,C - Fair,Trichloroethane
26,Neoprene,D - Poor,Trichloroethane
27,NORYL®,N/A,Trichloroethane
28,Nylon,C - Fair,Trichloroethane
29,Polycarbonate,D - Poor,Trichloroethane
30,Polyetherether Ketone (PEEK),N/A,Trichloroethane
31,Polypropylene,A - Excellent,Trichloroethane
32,Polyurethane,D - Poor,Trichloroethane
33,PPS (Ryton®),A - Excellent,Trichloroethane
34,PTFE,A - Excellent,Trichloroethane
35,PVC,B - Good,Trichloroethane
36,PVDF (Kynar®),B - Good,Trichloroethane
37,Silicone,D - Poor,Trichloroethane
38,stainless steel - 304,D - Poor,Trichloroethane
39,stainless steel - 316,C - Fair,Trichloroethane
40,Titanium,D - Poor,Trichloroethane
41,Tygon®,C - Fair,Trichloroethane
42,Viton®,C - Fair,Trichloroethane
