,material,compatibility,chemical
0,,,Manganese Sulfate
1,ABS plastic,B2 - Good,Manganese Sulfate
2,Acetal (Delrin®),A1 - Excellent,Manganese Sulfate
3,Aluminum,B1 - Good,Manganese Sulfate
4,Brass,D - Poor,Manganese Sulfate
5,Bronze,A2 - Excellent,Manganese Sulfate
6,Buna N (Nitrile),A2 - Excellent,Manganese Sulfate
7,Carbon graphite,A2 - Excellent,Manganese Sulfate
8,Carbon Steel,B - Good,Manganese Sulfate
9,Carpenter 20,C - Fair,Manganese Sulfate
10,Cast iron,A - Excellent,Manganese Sulfate
11,Ceramic Al203,A - Excellent,Manganese Sulfate
12,Ceramic magnet,N/A,Manganese Sulfate
13,ChemRaz (FFKM),A - Excellent,Manganese Sulfate
14,Copper,B - Good,Manganese Sulfate
15,CPVC,A - Excellent,Manganese Sulfate
16,EPDM,A2 - Excellent,Manganese Sulfate
17,Epoxy,N/A,Manganese Sulfate
18,Fluorocarbon (FKM),A - Excellent,Manganese Sulfate
19,Hastelloy-C®,A2 - Excellent,Manganese Sulfate
20,Hypalon®,N/A,Manganese Sulfate
21,Hytrel®,N/A,Manganese Sulfate
22,Kalrez,A - Excellent,Manganese Sulfate
23,Kel-F®,A1 - Excellent,Manganese Sulfate
24,LDPE,A1 - Excellent,Manganese Sulfate
25,Natural rubber,A2 - Excellent,Manganese Sulfate
26,Neoprene,A2 - Excellent,Manganese Sulfate
27,NORYL®,A2 - Excellent,Manganese Sulfate
28,Nylon,A2 - Excellent,Manganese Sulfate
29,Polycarbonate,A1 - Excellent,Manganese Sulfate
30,Polyetherether Ketone (PEEK),N/A,Manganese Sulfate
31,Polypropylene,N/A,Manganese Sulfate
32,Polyurethane,A - Excellent,Manganese Sulfate
33,PPS (Ryton®),A2 - Excellent,Manganese Sulfate
34,PTFE,A - Excellent,Manganese Sulfate
35,PVC,C - Fair,Manganese Sulfate
36,PVDF (Kynar®),A2 - Excellent,Manganese Sulfate
37,Silicone,A1 - Excellent,Manganese Sulfate
38,stainless steel - 304,B - Good,Manganese Sulfate
39,stainless steel - 316,B2 - Good,Manganese Sulfate
40,Titanium,A2 - Excellent,Manganese Sulfate
41,Tygon®,A1 - Excellent,Manganese Sulfate
42,Viton®,A2 - Excellent,Manganese Sulfate
