,material,compatibility,chemical
0,,,Sodium Benzoate
1,ABS plastic,A - Excellent,Sodium Benzoate
2,Acetal (Delrin®),N/A,Sodium Benzoate
3,Aluminum,A1 - Excellent,Sodium Benzoate
4,Brass,N/A,Sodium Benzoate
5,Bronze,A - Excellent,Sodium Benzoate
6,Buna N (Nitrile),B - Good,Sodium Benzoate
7,Carbon graphite,A2 - Excellent,Sodium Benzoate
8,Carbon Steel,N/A,Sodium Benzoate
9,Carpenter 20,N/A,Sodium Benzoate
10,Cast iron,N/A,Sodium Benzoate
11,Ceramic Al203,N/A,Sodium Benzoate
12,Ceramic magnet,N/A,Sodium Benzoate
13,ChemRaz (FFKM),N/A,Sodium Benzoate
14,Copper,N/A,Sodium Benzoate
15,CPVC,A2 - Excellent,Sodium Benzoate
16,EPDM,A - Excellent,Sodium Benzoate
17,Epoxy,A2 - Excellent,Sodium Benzoate
18,Fluorocarbon (FKM),A - Excellent,Sodium Benzoate
19,Hastelloy-C®,A1 - Excellent,Sodium Benzoate
20,Hypalon®,B - Good,Sodium Benzoate
21,Hytrel®,N/A,Sodium Benzoate
22,Kalrez,A - Excellent,Sodium Benzoate
23,Kel-F®,N/A,Sodium Benzoate
24,LDPE,A2 - Excellent,Sodium Benzoate
25,Natural rubber,A - Excellent,Sodium Benzoate
26,Neoprene,A1 - Excellent,Sodium Benzoate
27,NORYL®,N/A,Sodium Benzoate
28,Nylon,B1 - Good,Sodium Benzoate
29,Polycarbonate,A2 - Excellent,Sodium Benzoate
30,Polyetherether Ketone (PEEK),A - Excellent,Sodium Benzoate
31,Polypropylene,A2 - Excellent,Sodium Benzoate
32,Polyurethane,N/A,Sodium Benzoate
33,PPS (Ryton®),N/A,Sodium Benzoate
34,PTFE,A2 - Excellent,Sodium Benzoate
35,PVC,B1 - Good,Sodium Benzoate
36,PVDF (Kynar®),A2 - Excellent,Sodium Benzoate
37,Silicone,N/A,Sodium Benzoate
38,stainless steel - 304,N/A,Sodium Benzoate
39,stainless steel - 316,N/A,Sodium Benzoate
40,Titanium,A1 - Excellent,Sodium Benzoate
41,Tygon®,B1 - Good,Sodium Benzoate
42,Viton®,A1 - Excellent,Sodium Benzoate
