,material,compatibility,chemical
0,,,Sodium Hydroxide (20%)
1,ABS plastic,B - Good,Sodium Hydroxide (20%)
2,Acetal (Delrin®),A - Excellent,Sodium Hydroxide (20%)
3,Aluminum,D - Poor,Sodium Hydroxide (20%)
4,Brass,B - Good,Sodium Hydroxide (20%)
5,Bronze,B - Good,Sodium Hydroxide (20%)
6,Buna N (Nitrile),A - Excellent,Sodium Hydroxide (20%)
7,Carbon graphite,A2 - Excellent,Sodium Hydroxide (20%)
8,Carbon Steel,D - Poor,Sodium Hydroxide (20%)
9,Carpenter 20,A2 - Excellent,Sodium Hydroxide (20%)
10,Cast iron,A2 - Excellent,Sodium Hydroxide (20%)
11,Ceramic Al203,A - Excellent,Sodium Hydroxide (20%)
12,Ceramic magnet,N/A,Sodium Hydroxide (20%)
13,ChemRaz (FFKM),C - Fair,Sodium Hydroxide (20%)
14,Copper,A2 - Excellent,Sodium Hydroxide (20%)
15,CPVC,A - Excellent,Sodium Hydroxide (20%)
16,EPDM,B - Good,Sodium Hydroxide (20%)
17,Epoxy,A2 - Excellent,Sodium Hydroxide (20%)
18,Fluorocarbon (FKM),D - Poor,Sodium Hydroxide (20%)
19,Hastelloy-C®,B - Good,Sodium Hydroxide (20%)
20,Hypalon®,A - Excellent,Sodium Hydroxide (20%)
21,Hytrel®,B - Good,Sodium Hydroxide (20%)
22,Kalrez,A - Excellent,Sodium Hydroxide (20%)
23,Kel-F®,A - Excellent,Sodium Hydroxide (20%)
24,LDPE,D - Poor,Sodium Hydroxide (20%)
25,Natural rubber,A1 - Excellent,Sodium Hydroxide (20%)
26,Neoprene,B2 - Good,Sodium Hydroxide (20%)
27,NORYL®,A - Excellent,Sodium Hydroxide (20%)
28,Nylon,A - Excellent,Sodium Hydroxide (20%)
29,Polycarbonate,A2 - Excellent,Sodium Hydroxide (20%)
30,Polyetherether Ketone (PEEK),A - Excellent,Sodium Hydroxide (20%)
31,Polypropylene,A - Excellent,Sodium Hydroxide (20%)
32,Polyurethane,B - Good,Sodium Hydroxide (20%)
33,PPS (Ryton®),A - Excellent,Sodium Hydroxide (20%)
34,PTFE,A - Excellent,Sodium Hydroxide (20%)
35,PVC,A - Excellent,Sodium Hydroxide (20%)
36,PVDF (Kynar®),A - Excellent,Sodium Hydroxide (20%)
37,Silicone,A2 - Excellent,Sodium Hydroxide (20%)
38,stainless steel - 304,B - Good,Sodium Hydroxide (20%)
39,stainless steel - 316,B2 - Good,Sodium Hydroxide (20%)
40,Titanium,A1 - Excellent,Sodium Hydroxide (20%)
41,Tygon®,A1 - Excellent,Sodium Hydroxide (20%)
42,Viton®,C - Fair,Sodium Hydroxide (20%)
