,material,compatibility,chemical
0,,,Nitrous Acid
1,ABS plastic,D - Poor,Nitrous Acid
2,Acetal (Delrin®),N/A,Nitrous Acid
3,Aluminum,D - Poor,Nitrous Acid
4,Brass,D - Poor,Nitrous Acid
5,Bronze,B - Good,Nitrous Acid
6,Buna N (Nitrile),N/A,Nitrous Acid
7,Carbon graphite,N/A,Nitrous Acid
8,Carbon Steel,D - Poor,Nitrous Acid
9,Carpenter 20,A - Excellent,Nitrous Acid
10,Cast iron,N/A,Nitrous Acid
11,Ceramic Al203,N/A,Nitrous Acid
12,Ceramic magnet,N/A,Nitrous Acid
13,ChemRaz (FFKM),A - Excellent,Nitrous Acid
14,Copper,C - Fair,Nitrous Acid
15,CPVC,A - Excellent,Nitrous Acid
16,EPDM,A - Excellent,Nitrous Acid
17,Epoxy,D - Poor,Nitrous Acid
18,Fluorocarbon (FKM),A - Excellent,Nitrous Acid
19,Hastelloy-C®,D - Poor,Nitrous Acid
20,Hypalon®,N/A,Nitrous Acid
21,Hytrel®,N/A,Nitrous Acid
22,Kalrez,A - Excellent,Nitrous Acid
23,Kel-F®,B - Good,Nitrous Acid
24,LDPE,N/A,Nitrous Acid
25,Natural rubber,C - Fair,Nitrous Acid
26,Neoprene,D - Poor,Nitrous Acid
27,NORYL®,N/A,Nitrous Acid
28,Nylon,N/A,Nitrous Acid
29,Polycarbonate,N/A,Nitrous Acid
30,Polyetherether Ketone (PEEK),N/A,Nitrous Acid
31,Polypropylene,A - Excellent,Nitrous Acid
32,Polyurethane,N/A,Nitrous Acid
33,PPS (Ryton®),N/A,Nitrous Acid
34,PTFE,A - Excellent,Nitrous Acid
35,PVC,A - Excellent,Nitrous Acid
36,PVDF (Kynar®),B - Good,Nitrous Acid
37,Silicone,N/A,Nitrous Acid
38,stainless steel - 304,B - Good,Nitrous Acid
39,stainless steel - 316,B - Good,Nitrous Acid
40,Titanium,N/A,Nitrous Acid
41,Tygon®,A - Excellent,Nitrous Acid
42,Viton®,B - Good,Nitrous Acid
