,material,compatibility,chemical
0,,,Chloroacetic Acid
1,ABS plastic,N/A,Chloroacetic Acid
2,Acetal (Delrin®),D - Poor,Chloroacetic Acid
3,Aluminum,D - Poor,Chloroacetic Acid
4,Brass,D - Poor,Chloroacetic Acid
5,Bronze,C - Fair,Chloroacetic Acid
6,Buna N (Nitrile),D - Poor,Chloroacetic Acid
7,Carbon graphite,A - Excellent,Chloroacetic Acid
8,Carbon Steel,D - Poor,Chloroacetic Acid
9,Carpenter 20,B1 - Good,Chloroacetic Acid
10,Cast iron,D - Poor,Chloroacetic Acid
11,Ceramic Al203,N/A,Chloroacetic Acid
12,Ceramic magnet,N/A,Chloroacetic Acid
13,ChemRaz (FFKM),A - Excellent,Chloroacetic Acid
14,Copper,D - Poor,Chloroacetic Acid
15,CPVC,D - Poor,Chloroacetic Acid
16,EPDM,B - Good,Chloroacetic Acid
17,Epoxy,C1 - Fair,Chloroacetic Acid
18,Fluorocarbon (FKM),C - Fair,Chloroacetic Acid
19,Hastelloy-C®,A1 - Excellent,Chloroacetic Acid
20,Hypalon®,N/A,Chloroacetic Acid
21,Hytrel®,D - Poor,Chloroacetic Acid
22,Kalrez,A - Excellent,Chloroacetic Acid
23,Kel-F®,A2 - Excellent,Chloroacetic Acid
24,LDPE,D - Poor,Chloroacetic Acid
25,Natural rubber,D - Poor,Chloroacetic Acid
26,Neoprene,D - Poor,Chloroacetic Acid
27,NORYL®,N/A,Chloroacetic Acid
28,Nylon,D - Poor,Chloroacetic Acid
29,Polycarbonate,D - Poor,Chloroacetic Acid
30,Polyetherether Ketone (PEEK),A - Excellent,Chloroacetic Acid
31,Polypropylene,C1 - Fair,Chloroacetic Acid
32,Polyurethane,D - Poor,Chloroacetic Acid
33,PPS (Ryton®),A - Excellent,Chloroacetic Acid
34,PTFE,A - Excellent,Chloroacetic Acid
35,PVC,B1 - Good,Chloroacetic Acid
36,PVDF (Kynar®),A1 - Excellent,Chloroacetic Acid
37,Silicone,D - Poor,Chloroacetic Acid
38,stainless steel - 304,B1 - Good,Chloroacetic Acid
39,stainless steel - 316,A1 - Excellent,Chloroacetic Acid
40,Titanium,A1 - Excellent,Chloroacetic Acid
41,Tygon®,A - Excellent,Chloroacetic Acid
42,Viton®,D - Poor,Chloroacetic Acid
