,material,compatibility,chemical
0,,,Formaldehyde 40%
1,ABS plastic,A2 - Excellent,Formaldehyde 40%
2,Acetal (Delrin®),A2 - Excellent,Formaldehyde 40%
3,Aluminum,B - Good,Formaldehyde 40%
4,Brass,A - Excellent,Formaldehyde 40%
5,Bronze,A - Excellent,Formaldehyde 40%
6,Buna N (Nitrile),B - Good,Formaldehyde 40%
7,Carbon graphite,A - Excellent,Formaldehyde 40%
8,Carbon Steel,D - Poor,Formaldehyde 40%
9,Carpenter 20,A - Excellent,Formaldehyde 40%
10,Cast iron,B - Good,Formaldehyde 40%
11,Ceramic Al203,N/A,Formaldehyde 40%
12,Ceramic magnet,A - Excellent,Formaldehyde 40%
13,ChemRaz (FFKM),A - Excellent,Formaldehyde 40%
14,Copper,B2 - Good,Formaldehyde 40%
15,CPVC,A2 - Excellent,Formaldehyde 40%
16,EPDM,A - Excellent,Formaldehyde 40%
17,Epoxy,A2 - Excellent,Formaldehyde 40%
18,Fluorocarbon (FKM),A - Excellent,Formaldehyde 40%
19,Hastelloy-C®,B - Good,Formaldehyde 40%
20,Hypalon®,B - Good,Formaldehyde 40%
21,Hytrel®,B - Good,Formaldehyde 40%
22,Kalrez,A - Excellent,Formaldehyde 40%
23,Kel-F®,A - Excellent,Formaldehyde 40%
24,LDPE,D - Poor,Formaldehyde 40%
25,Natural rubber,B - Good,Formaldehyde 40%
26,Neoprene,B1 - Good,Formaldehyde 40%
27,NORYL®,A - Excellent,Formaldehyde 40%
28,Nylon,A - Excellent,Formaldehyde 40%
29,Polycarbonate,A1 - Excellent,Formaldehyde 40%
30,Polyetherether Ketone (PEEK),A - Excellent,Formaldehyde 40%
31,Polypropylene,A - Excellent,Formaldehyde 40%
32,Polyurethane,C - Fair,Formaldehyde 40%
33,PPS (Ryton®),A - Excellent,Formaldehyde 40%
34,PTFE,A - Excellent,Formaldehyde 40%
35,PVC,A - Excellent,Formaldehyde 40%
36,PVDF (Kynar®),A - Excellent,Formaldehyde 40%
37,Silicone,N/A,Formaldehyde 40%
38,stainless steel - 304,A1 - Excellent,Formaldehyde 40%
39,stainless steel - 316,A - Excellent,Formaldehyde 40%
40,Titanium,B - Good,Formaldehyde 40%
41,Tygon®,N/A,Formaldehyde 40%
42,Viton®,A - Excellent,Formaldehyde 40%
