,material,compatibility,chemical
0,,,Stannous Chloride
1,ABS plastic,N/A,Stannous Chloride
2,Acetal (Delrin®),N/A,Stannous Chloride
3,Aluminum,D - Poor,Stannous Chloride
4,Brass,N/A,Stannous Chloride
5,Bronze,A1 - Excellent,Stannous Chloride
6,Buna N (Nitrile),A - Excellent,Stannous Chloride
7,Carbon graphite,N/A,Stannous Chloride
8,Carbon Steel,D - Poor,Stannous Chloride
9,Carpenter 20,D - Poor,Stannous Chloride
10,Cast iron,N/A,Stannous Chloride
11,Ceramic Al203,A - Excellent,Stannous Chloride
12,Ceramic magnet,N/A,Stannous Chloride
13,ChemRaz (FFKM),A - Excellent,Stannous Chloride
14,Copper,N/A,Stannous Chloride
15,CPVC,A2 - Excellent,Stannous Chloride
16,EPDM,C - Fair,Stannous Chloride
17,Epoxy,A - Excellent,Stannous Chloride
18,Fluorocarbon (FKM),A - Excellent,Stannous Chloride
19,Hastelloy-C®,B - Good,Stannous Chloride
20,Hypalon®,A1 - Excellent,Stannous Chloride
21,Hytrel®,C - Fair,Stannous Chloride
22,Kalrez,A - Excellent,Stannous Chloride
23,Kel-F®,A - Excellent,Stannous Chloride
24,LDPE,B2 - Good,Stannous Chloride
25,Natural rubber,A - Excellent,Stannous Chloride
26,Neoprene,A1 - Excellent,Stannous Chloride
27,NORYL®,A2 - Excellent,Stannous Chloride
28,Nylon,C1 - Fair,Stannous Chloride
29,Polycarbonate,N/A,Stannous Chloride
30,Polyetherether Ketone (PEEK),A - Excellent,Stannous Chloride
31,Polypropylene,A - Excellent,Stannous Chloride
32,Polyurethane,C - Fair,Stannous Chloride
33,PPS (Ryton®),A1 - Excellent,Stannous Chloride
34,PTFE,A - Excellent,Stannous Chloride
35,PVC,A1 - Excellent,Stannous Chloride
36,PVDF (Kynar®),A - Excellent,Stannous Chloride
37,Silicone,B - Good,Stannous Chloride
38,stainless steel - 304,C2 - Fair,Stannous Chloride
39,stainless steel - 316,A2 - Excellent,Stannous Chloride
40,Titanium,A - Excellent,Stannous Chloride
41,Tygon®,A - Excellent,Stannous Chloride
42,Viton®,A - Excellent,Stannous Chloride
