,material,compatibility,chemical
0,,,Catsup
1,ABS plastic,B - Good,Catsup
2,Acetal (Delrin®),B - Good,Catsup
3,Aluminum,D - Poor,Catsup
4,Brass,N/A,Catsup
5,Bronze,A - Excellent,Catsup
6,Buna N (Nitrile),A - Excellent,Catsup
7,Carbon graphite,N/A,Catsup
8,Carbon Steel,N/A,Catsup
9,Carpenter 20,C - Fair,Catsup
10,Cast iron,D - Poor,Catsup
11,Ceramic Al203,N/A,Catsup
12,Ceramic magnet,N/A,Catsup
13,ChemRaz (FFKM),N/A,Catsup
14,Copper,D - Poor,Catsup
15,CPVC,A - Excellent,Catsup
16,EPDM,A - Excellent,Catsup
17,Epoxy,A - Excellent,Catsup
18,Fluorocarbon (FKM),A - Excellent,Catsup
19,Hastelloy-C®,N/A,Catsup
20,Hypalon®,N/A,Catsup
21,Hytrel®,N/A,Catsup
22,Kalrez,N/A,Catsup
23,Kel-F®,N/A,Catsup
24,LDPE,N/A,Catsup
25,Natural rubber,N/A,Catsup
26,Neoprene,A - Excellent,Catsup
27,NORYL®,A - Excellent,Catsup
28,Nylon,A - Excellent,Catsup
29,Polycarbonate,N/A,Catsup
30,Polyetherether Ketone (PEEK),A - Excellent,Catsup
31,Polypropylene,A - Excellent,Catsup
32,Polyurethane,D - Poor,Catsup
33,PPS (Ryton®),N/A,Catsup
34,PTFE,N/A,Catsup
35,PVC,A - Excellent,Catsup
36,PVDF (Kynar®),N/A,Catsup
37,Silicone,N/A,Catsup
38,stainless steel - 304,A - Excellent,Catsup
39,stainless steel - 316,A - Excellent,Catsup
40,Titanium,N/A,Catsup
41,Tygon®,N/A,Catsup
42,Viton®,A - Excellent,Catsup
