,material,compatibility,chemical
0,,,Mercuric Chloride (dilute)
1,ABS plastic,B - Good,Mercuric Chloride (dilute)
2,Acetal (Delrin®),B - Good,Mercuric Chloride (dilute)
3,Aluminum,D - Poor,Mercuric Chloride (dilute)
4,Brass,D - Poor,Mercuric Chloride (dilute)
5,Bronze,D - Poor,Mercuric Chloride (dilute)
6,Buna N (Nitrile),A - Excellent,Mercuric Chloride (dilute)
7,Carbon graphite,C - Fair,Mercuric Chloride (dilute)
8,Carbon Steel,D - Poor,Mercuric Chloride (dilute)
9,Carpenter 20,D - Poor,Mercuric Chloride (dilute)
10,Cast iron,D - Poor,Mercuric Chloride (dilute)
11,Ceramic Al203,A - Excellent,Mercuric Chloride (dilute)
12,Ceramic magnet,N/A,Mercuric Chloride (dilute)
13,ChemRaz (FFKM),A - Excellent,Mercuric Chloride (dilute)
14,Copper,D - Poor,Mercuric Chloride (dilute)
15,CPVC,A - Excellent,Mercuric Chloride (dilute)
16,EPDM,A1 - Excellent,Mercuric Chloride (dilute)
17,Epoxy,A - Excellent,Mercuric Chloride (dilute)
18,Fluorocarbon (FKM),A - Excellent,Mercuric Chloride (dilute)
19,Hastelloy-C®,C - Fair,Mercuric Chloride (dilute)
20,Hypalon®,A - Excellent,Mercuric Chloride (dilute)
21,Hytrel®,B - Good,Mercuric Chloride (dilute)
22,Kalrez,A - Excellent,Mercuric Chloride (dilute)
23,Kel-F®,A - Excellent,Mercuric Chloride (dilute)
24,LDPE,A - Excellent,Mercuric Chloride (dilute)
25,Natural rubber,A - Excellent,Mercuric Chloride (dilute)
26,Neoprene,A - Excellent,Mercuric Chloride (dilute)
27,NORYL®,A2 - Excellent,Mercuric Chloride (dilute)
28,Nylon,D - Poor,Mercuric Chloride (dilute)
29,Polycarbonate,A - Excellent,Mercuric Chloride (dilute)
30,Polyetherether Ketone (PEEK),A - Excellent,Mercuric Chloride (dilute)
31,Polypropylene,B - Good,Mercuric Chloride (dilute)
32,Polyurethane,A - Excellent,Mercuric Chloride (dilute)
33,PPS (Ryton®),A - Excellent,Mercuric Chloride (dilute)
34,PTFE,A - Excellent,Mercuric Chloride (dilute)
35,PVC,A - Excellent,Mercuric Chloride (dilute)
36,PVDF (Kynar®),A - Excellent,Mercuric Chloride (dilute)
37,Silicone,N/A,Mercuric Chloride (dilute)
38,stainless steel - 304,D - Poor,Mercuric Chloride (dilute)
39,stainless steel - 316,D - Poor,Mercuric Chloride (dilute)
40,Titanium,A1 - Excellent,Mercuric Chloride (dilute)
41,Tygon®,D - Poor,Mercuric Chloride (dilute)
42,Viton®,A - Excellent,Mercuric Chloride (dilute)
