,material,compatibility,chemical
0,,,"Plating Solutions,   Bronze Plating:    Cu-Cd Bronze Bath R.T."
1,ABS plastic,N/A,"Plating Solutions,   Bronze Plating:    Cu-Cd Bronze Bath R.T."
2,Acetal (Delrin®),A - Excellent,"Plating Solutions,   Bronze Plating:    Cu-Cd Bronze Bath R.T."
3,Aluminum,A - Excellent,"Plating Solutions,   Bronze Plating:    Cu-Cd Bronze Bath R.T."
4,Brass,N/A,"Plating Solutions,   Bronze Plating:    Cu-Cd Bronze Bath R.T."
5,Bronze,N/A,"Plating Solutions,   Bronze Plating:    Cu-Cd Bronze Bath R.T."
6,Buna N (Nitrile),A - Excellent,"Plating Solutions,   Bronze Plating:    Cu-Cd Bronze Bath R.T."
7,Carbon graphite,N/A,"Plating Solutions,   Bronze Plating:    Cu-Cd Bronze Bath R.T."
8,Carbon Steel,N/A,"Plating Solutions,   Bronze Plating:    Cu-Cd Bronze Bath R.T."
9,Carpenter 20,A - Excellent,"Plating Solutions,   Bronze Plating:    Cu-Cd Bronze Bath R.T."
10,Cast iron,A - Excellent,"Plating Solutions,   Bronze Plating:    Cu-Cd Bronze Bath R.T."
11,Ceramic Al203,N/A,"Plating Solutions,   Bronze Plating:    Cu-Cd Bronze Bath R.T."
12,Ceramic magnet,N/A,"Plating Solutions,   Bronze Plating:    Cu-Cd Bronze Bath R.T."
13,ChemRaz (FFKM),N/A,"Plating Solutions,   Bronze Plating:    Cu-Cd Bronze Bath R.T."
14,Copper,N/A,"Plating Solutions,   Bronze Plating:    Cu-Cd Bronze Bath R.T."
15,CPVC,A - Excellent,"Plating Solutions,   Bronze Plating:    Cu-Cd Bronze Bath R.T."
16,EPDM,A - Excellent,"Plating Solutions,   Bronze Plating:    Cu-Cd Bronze Bath R.T."
17,Epoxy,B - Good,"Plating Solutions,   Bronze Plating:    Cu-Cd Bronze Bath R.T."
18,Fluorocarbon (FKM),N/A,"Plating Solutions,   Bronze Plating:    Cu-Cd Bronze Bath R.T."
19,Hastelloy-C®,A - Excellent,"Plating Solutions,   Bronze Plating:    Cu-Cd Bronze Bath R.T."
20,Hypalon®,N/A,"Plating Solutions,   Bronze Plating:    Cu-Cd Bronze Bath R.T."
21,Hytrel®,N/A,"Plating Solutions,   Bronze Plating:    Cu-Cd Bronze Bath R.T."
22,Kalrez,N/A,"Plating Solutions,   Bronze Plating:    Cu-Cd Bronze Bath R.T."
23,Kel-F®,N/A,"Plating Solutions,   Bronze Plating:    Cu-Cd Bronze Bath R.T."
24,LDPE,N/A,"Plating Solutions,   Bronze Plating:    Cu-Cd Bronze Bath R.T."
25,Natural rubber,N/A,"Plating Solutions,   Bronze Plating:    Cu-Cd Bronze Bath R.T."
26,Neoprene,A - Excellent,"Plating Solutions,   Bronze Plating:    Cu-Cd Bronze Bath R.T."
27,NORYL®,A - Excellent,"Plating Solutions,   Bronze Plating:    Cu-Cd Bronze Bath R.T."
28,Nylon,A - Excellent,"Plating Solutions,   Bronze Plating:    Cu-Cd Bronze Bath R.T."
29,Polycarbonate,N/A,"Plating Solutions,   Bronze Plating:    Cu-Cd Bronze Bath R.T."
30,Polyetherether Ketone (PEEK),N/A,"Plating Solutions,   Bronze Plating:    Cu-Cd Bronze Bath R.T."
31,Polypropylene,A - Excellent,"Plating Solutions,   Bronze Plating:    Cu-Cd Bronze Bath R.T."
32,Polyurethane,N/A,"Plating Solutions,   Bronze Plating:    Cu-Cd Bronze Bath R.T."
33,PPS (Ryton®),N/A,"Plating Solutions,   Bronze Plating:    Cu-Cd Bronze Bath R.T."
34,PTFE,A - Excellent,"Plating Solutions,   Bronze Plating:    Cu-Cd Bronze Bath R.T."
35,PVC,A - Excellent,"Plating Solutions,   Bronze Plating:    Cu-Cd Bronze Bath R.T."
36,PVDF (Kynar®),A - Excellent,"Plating Solutions,   Bronze Plating:    Cu-Cd Bronze Bath R.T."
37,Silicone,N/A,"Plating Solutions,   Bronze Plating:    Cu-Cd Bronze Bath R.T."
38,stainless steel - 304,A - Excellent,"Plating Solutions,   Bronze Plating:    Cu-Cd Bronze Bath R.T."
39,stainless steel - 316,A - Excellent,"Plating Solutions,   Bronze Plating:    Cu-Cd Bronze Bath R.T."
40,Titanium,A - Excellent,"Plating Solutions,   Bronze Plating:    Cu-Cd Bronze Bath R.T."
41,Tygon®,N/A,"Plating Solutions,   Bronze Plating:    Cu-Cd Bronze Bath R.T."
42,Viton®,A - Excellent,"Plating Solutions,   Bronze Plating:    Cu-Cd Bronze Bath R.T."
