,material,compatibility,chemical
0,,,Ink
1,ABS plastic,A - Excellent,Ink
2,Acetal (Delrin®),B - Good,Ink
3,Aluminum,N/A,Ink
4,Brass,N/A,Ink
5,Bronze,N/A,Ink
6,Buna N (Nitrile),A - Excellent,Ink
7,Carbon graphite,N/A,Ink
8,Carbon Steel,N/A,Ink
9,Carpenter 20,D - Poor,Ink
10,Cast iron,D - Poor,Ink
11,Ceramic Al203,A - Excellent,Ink
12,Ceramic magnet,A - Excellent,Ink
13,ChemRaz (FFKM),N/A,Ink
14,Copper,A - Excellent,Ink
15,CPVC,N/A,Ink
16,EPDM,N/A,Ink
17,Epoxy,A - Excellent,Ink
18,Fluorocarbon (FKM),A - Excellent,Ink
19,Hastelloy-C®,N/A,Ink
20,Hypalon®,N/A,Ink
21,Hytrel®,N/A,Ink
22,Kalrez,N/A,Ink
23,Kel-F®,N/A,Ink
24,LDPE,N/A,Ink
25,Natural rubber,D - Poor,Ink
26,Neoprene,A - Excellent,Ink
27,NORYL®,N/A,Ink
28,Nylon,C - Fair,Ink
29,Polycarbonate,N/A,Ink
30,Polyetherether Ketone (PEEK),N/A,Ink
31,Polypropylene,N/A,Ink
32,Polyurethane,A - Excellent,Ink
33,PPS (Ryton®),N/A,Ink
34,PTFE,A - Excellent,Ink
35,PVC,C - Fair,Ink
36,PVDF (Kynar®),A - Excellent,Ink
37,Silicone,N/A,Ink
38,stainless steel - 304,C - Fair,Ink
39,stainless steel - 316,C - Fair,Ink
40,Titanium,N/A,Ink
41,Tygon®,C - Fair,Ink
42,Viton®,A - Excellent,Ink
