,material,compatibility,chemical
0,,,Freon 12
1,ABS plastic,A1 - Excellent,Freon 12
2,Acetal (Delrin®),B - Good,Freon 12
3,Aluminum,B1 - Good,Freon 12
4,Brass,B1 - Good,Freon 12
5,Bronze,B - Good,Freon 12
6,Buna N (Nitrile),A - Excellent,Freon 12
7,Carbon graphite,N/A,Freon 12
8,Carbon Steel,D - Poor,Freon 12
9,Carpenter 20,A - Excellent,Freon 12
10,Cast iron,A - Excellent,Freon 12
11,Ceramic Al203,N/A,Freon 12
12,Ceramic magnet,N/A,Freon 12
13,ChemRaz (FFKM),B - Good,Freon 12
14,Copper,A - Excellent,Freon 12
15,CPVC,A2 - Excellent,Freon 12
16,EPDM,B - Good,Freon 12
17,Epoxy,A2 - Excellent,Freon 12
18,Fluorocarbon (FKM),C - Fair,Freon 12
19,Hastelloy-C®,A - Excellent,Freon 12
20,Hypalon®,A - Excellent,Freon 12
21,Hytrel®,A - Excellent,Freon 12
22,Kalrez,C - Fair,Freon 12
23,Kel-F®,C - Fair,Freon 12
24,LDPE,A1 - Excellent,Freon 12
25,Natural rubber,C - Fair,Freon 12
26,Neoprene,A - Excellent,Freon 12
27,NORYL®,D - Poor,Freon 12
28,Polyetherether Ketone (PEEK),A - Excellent,Freon 12
29,Polypropylene,A2 - Excellent,Freon 12
30,Polyurethane,A - Excellent,Freon 12
31,PPS (Ryton®),A - Excellent,Freon 12
32,PTFE,A - Excellent,Freon 12
33,PVC,A2 - Excellent,Freon 12
34,PVDF (Kynar®),A - Excellent,Freon 12
35,Silicone,D - Poor,Freon 12
36,stainless steel - 304,B1 - Good,Freon 12
37,stainless steel - 316,B - Good,Freon 12
38,Titanium,B - Good,Freon 12
39,Tygon®,D - Poor,Freon 12
40,Viton®,B - Good,Freon 12
