,material,compatibility,chemical
0,,,Sodium Fluoride
1,ABS plastic,N/A,Sodium Fluoride
2,Acetal (Delrin®),A - Excellent,Sodium Fluoride
3,Aluminum,A - Excellent,Sodium Fluoride
4,Brass,N/A,Sodium Fluoride
5,Bronze,N/A,Sodium Fluoride
6,Buna N (Nitrile),A - Excellent,Sodium Fluoride
7,Carbon graphite,A - Excellent,Sodium Fluoride
8,Carbon Steel,N/A,Sodium Fluoride
9,Carpenter 20,N/A,Sodium Fluoride
10,Cast iron,N/A,Sodium Fluoride
11,Ceramic Al203,A - Excellent,Sodium Fluoride
12,Ceramic magnet,N/A,Sodium Fluoride
13,ChemRaz (FFKM),A - Excellent,Sodium Fluoride
14,Copper,D - Poor,Sodium Fluoride
15,CPVC,A - Excellent,Sodium Fluoride
16,EPDM,A - Excellent,Sodium Fluoride
17,Epoxy,A - Excellent,Sodium Fluoride
18,Fluorocarbon (FKM),A - Excellent,Sodium Fluoride
19,Hastelloy-C®,A - Excellent,Sodium Fluoride
20,Hypalon®,B - Good,Sodium Fluoride
21,Hytrel®,N/A,Sodium Fluoride
22,Kalrez,A - Excellent,Sodium Fluoride
23,Kel-F®,N/A,Sodium Fluoride
24,LDPE,A - Excellent,Sodium Fluoride
25,Natural rubber,B - Good,Sodium Fluoride
26,Neoprene,A - Excellent,Sodium Fluoride
27,NORYL®,A - Excellent,Sodium Fluoride
28,Nylon,N/A,Sodium Fluoride
29,Polycarbonate,N/A,Sodium Fluoride
30,Polyetherether Ketone (PEEK),A - Excellent,Sodium Fluoride
31,Polypropylene,A - Excellent,Sodium Fluoride
32,Polyurethane,B - Good,Sodium Fluoride
33,PPS (Ryton®),N/A,Sodium Fluoride
34,PTFE,A - Excellent,Sodium Fluoride
35,PVC,A - Excellent,Sodium Fluoride
36,PVDF (Kynar®),A - Excellent,Sodium Fluoride
37,Silicone,N/A,Sodium Fluoride
38,stainless steel - 304,B - Good,Sodium Fluoride
39,stainless steel - 316,B - Good,Sodium Fluoride
40,Titanium,N/A,Sodium Fluoride
41,Tygon®,A - Excellent,Sodium Fluoride
42,Viton®,A - Excellent,Sodium Fluoride
