,material,compatibility,chemical
0,,,Tetrachloroethane
1,ABS plastic,N/A,Tetrachloroethane
2,Acetal (Delrin®),B - Good,Tetrachloroethane
3,Aluminum,B1 - Good,Tetrachloroethane
4,Brass,D - Poor,Tetrachloroethane
5,Bronze,B1 - Good,Tetrachloroethane
6,Buna N (Nitrile),A - Excellent,Tetrachloroethane
7,Carbon graphite,A - Excellent,Tetrachloroethane
8,Carbon Steel,D - Poor,Tetrachloroethane
9,Carpenter 20,A - Excellent,Tetrachloroethane
10,Cast iron,C - Fair,Tetrachloroethane
11,Ceramic Al203,A - Excellent,Tetrachloroethane
12,Ceramic magnet,A - Excellent,Tetrachloroethane
13,ChemRaz (FFKM),A - Excellent,Tetrachloroethane
14,Copper,A - Excellent,Tetrachloroethane
15,CPVC,A1 - Excellent,Tetrachloroethane
16,EPDM,B - Good,Tetrachloroethane
17,Epoxy,A - Excellent,Tetrachloroethane
18,Fluorocarbon (FKM),A - Excellent,Tetrachloroethane
19,Hastelloy-C®,B - Good,Tetrachloroethane
20,Hypalon®,A - Excellent,Tetrachloroethane
21,Hytrel®,C - Fair,Tetrachloroethane
22,Kalrez,A - Excellent,Tetrachloroethane
23,Kel-F®,A2 - Excellent,Tetrachloroethane
24,LDPE,A1 - Excellent,Tetrachloroethane
25,Natural rubber,A - Excellent,Tetrachloroethane
26,Neoprene,A2 - Excellent,Tetrachloroethane
27,NORYL®,A1 - Excellent,Tetrachloroethane
28,Nylon,B2 - Good,Tetrachloroethane
29,Polycarbonate,N/A,Tetrachloroethane
30,Polyetherether Ketone (PEEK),A - Excellent,Tetrachloroethane
31,Polypropylene,A - Excellent,Tetrachloroethane
32,Polyurethane,A - Excellent,Tetrachloroethane
33,PPS (Ryton®),A - Excellent,Tetrachloroethane
34,PTFE,A - Excellent,Tetrachloroethane
35,PVC,A1 - Excellent,Tetrachloroethane
36,PVDF (Kynar®),B - Good,Tetrachloroethane
37,Silicone,A - Excellent,Tetrachloroethane
38,stainless steel - 304,C2 - Fair,Tetrachloroethane
39,stainless steel - 316,C2 - Fair,Tetrachloroethane
40,Titanium,A1 - Excellent,Tetrachloroethane
41,Tygon®,B - Good,Tetrachloroethane
42,Viton®,A - Excellent,Tetrachloroethane
