,material,compatibility,chemical
0,,,Sodium Sulfide
1,ABS plastic,N/A,Sodium Sulfide
2,Acetal (Delrin®),B - Good,Sodium Sulfide
3,Aluminum,D - Poor,Sodium Sulfide
4,Brass,D - Poor,Sodium Sulfide
5,Bronze,B1 - Good,Sodium Sulfide
6,Buna N (Nitrile),A - Excellent,Sodium Sulfide
7,Carbon graphite,A - Excellent,Sodium Sulfide
8,Carbon Steel,B - Good,Sodium Sulfide
9,Carpenter 20,D - Poor,Sodium Sulfide
10,Cast iron,C - Fair,Sodium Sulfide
11,Ceramic Al203,A - Excellent,Sodium Sulfide
12,Ceramic magnet,N/A,Sodium Sulfide
13,ChemRaz (FFKM),A - Excellent,Sodium Sulfide
14,Copper,D - Poor,Sodium Sulfide
15,CPVC,A2 - Excellent,Sodium Sulfide
16,EPDM,A2 - Excellent,Sodium Sulfide
17,Epoxy,A - Excellent,Sodium Sulfide
18,Fluorocarbon (FKM),A - Excellent,Sodium Sulfide
19,Hastelloy-C®,B1 - Good,Sodium Sulfide
20,Hypalon®,A - Excellent,Sodium Sulfide
21,Hytrel®,N/A,Sodium Sulfide
22,Kalrez,A - Excellent,Sodium Sulfide
23,Kel-F®,A1 - Excellent,Sodium Sulfide
24,LDPE,A2 - Excellent,Sodium Sulfide
25,Natural rubber,B - Good,Sodium Sulfide
26,Neoprene,A - Excellent,Sodium Sulfide
27,NORYL®,A - Excellent,Sodium Sulfide
28,Nylon,A1 - Excellent,Sodium Sulfide
29,Polycarbonate,D - Poor,Sodium Sulfide
30,Polyetherether Ketone (PEEK),A - Excellent,Sodium Sulfide
31,Polypropylene,A - Excellent,Sodium Sulfide
32,Polyurethane,A - Excellent,Sodium Sulfide
33,PPS (Ryton®),A - Excellent,Sodium Sulfide
34,PTFE,A - Excellent,Sodium Sulfide
35,PVC,A2 - Excellent,Sodium Sulfide
36,PVDF (Kynar®),A - Excellent,Sodium Sulfide
37,Silicone,A - Excellent,Sodium Sulfide
38,stainless steel - 304,B - Good,Sodium Sulfide
39,stainless steel - 316,D - Poor,Sodium Sulfide
40,Titanium,A - Excellent,Sodium Sulfide
41,Tygon®,B - Good,Sodium Sulfide
42,Viton®,A2 - Excellent,Sodium Sulfide
