,material,compatibility,chemical
0,,,Diethylene Glycol
1,ABS plastic,B - Good,Diethylene Glycol
2,Acetal (Delrin®),A1 - Excellent,Diethylene Glycol
3,Aluminum,B1 - Good,Diethylene Glycol
4,Brass,N/A,Diethylene Glycol
5,Bronze,N/A,Diethylene Glycol
6,Buna N (Nitrile),A2 - Excellent,Diethylene Glycol
7,Carbon graphite,A2 - Excellent,Diethylene Glycol
8,Carbon Steel,A - Excellent,Diethylene Glycol
9,Carpenter 20,A - Excellent,Diethylene Glycol
10,Cast iron,A - Excellent,Diethylene Glycol
11,Ceramic Al203,N/A,Diethylene Glycol
12,Ceramic magnet,N/A,Diethylene Glycol
13,ChemRaz (FFKM),A - Excellent,Diethylene Glycol
14,Copper,N/A,Diethylene Glycol
15,CPVC,A1 - Excellent,Diethylene Glycol
16,EPDM,A2 - Excellent,Diethylene Glycol
17,Epoxy,C - Fair,Diethylene Glycol
18,Fluorocarbon (FKM),A - Excellent,Diethylene Glycol
19,Hastelloy-C®,B1 - Good,Diethylene Glycol
20,Hypalon®,C - Fair,Diethylene Glycol
21,Hytrel®,N/A,Diethylene Glycol
22,Kalrez,A - Excellent,Diethylene Glycol
23,Kel-F®,N/A,Diethylene Glycol
24,LDPE,B2 - Good,Diethylene Glycol
25,Natural rubber,A1 - Excellent,Diethylene Glycol
26,Neoprene,A2 - Excellent,Diethylene Glycol
27,NORYL®,A1 - Excellent,Diethylene Glycol
28,Nylon,A1 - Excellent,Diethylene Glycol
29,Polycarbonate,B1 - Good,Diethylene Glycol
30,Polyetherether Ketone (PEEK),N/A,Diethylene Glycol
31,Polypropylene,A2 - Excellent,Diethylene Glycol
32,Polyurethane,D - Poor,Diethylene Glycol
33,PPS (Ryton®),N/A,Diethylene Glycol
34,PTFE,A2 - Excellent,Diethylene Glycol
35,PVC,C1 - Fair,Diethylene Glycol
36,PVDF (Kynar®),A - Excellent,Diethylene Glycol
37,Silicone,B1 - Good,Diethylene Glycol
38,stainless steel - 304,A1 - Excellent,Diethylene Glycol
39,stainless steel - 316,A - Excellent,Diethylene Glycol
40,Titanium,A1 - Excellent,Diethylene Glycol
41,Tygon®,C1 - Fair,Diethylene Glycol
42,Viton®,A2 - Excellent,Diethylene Glycol
