,material,compatibility,chemical
0,,,Nitrogen Fertilizer
1,ABS plastic,N/A,Nitrogen Fertilizer
2,Acetal (Delrin®),N/A,Nitrogen Fertilizer
3,Aluminum,N/A,Nitrogen Fertilizer
4,Brass,N/A,Nitrogen Fertilizer
5,Bronze,N/A,Nitrogen Fertilizer
6,Buna N (Nitrile),N/A,Nitrogen Fertilizer
7,Carbon graphite,N/A,Nitrogen Fertilizer
8,Carbon Steel,A - Excellent,Nitrogen Fertilizer
9,Carpenter 20,N/A,Nitrogen Fertilizer
10,Cast iron,N/A,Nitrogen Fertilizer
11,Ceramic Al203,N/A,Nitrogen Fertilizer
12,Ceramic magnet,N/A,Nitrogen Fertilizer
13,ChemRaz (FFKM),N/A,Nitrogen Fertilizer
14,Copper,N/A,Nitrogen Fertilizer
15,CPVC,N/A,Nitrogen Fertilizer
16,EPDM,N/A,Nitrogen Fertilizer
17,Epoxy,N/A,Nitrogen Fertilizer
18,Fluorocarbon (FKM),N/A,Nitrogen Fertilizer
19,Hastelloy-C®,N/A,Nitrogen Fertilizer
20,Hypalon®,N/A,Nitrogen Fertilizer
21,Hytrel®,N/A,Nitrogen Fertilizer
22,Kalrez,N/A,Nitrogen Fertilizer
23,Kel-F®,N/A,Nitrogen Fertilizer
24,LDPE,N/A,Nitrogen Fertilizer
25,Natural rubber,N/A,Nitrogen Fertilizer
26,Neoprene,N/A,Nitrogen Fertilizer
27,NORYL®,N/A,Nitrogen Fertilizer
28,Nylon,N/A,Nitrogen Fertilizer
29,Polycarbonate,N/A,Nitrogen Fertilizer
30,Polyetherether Ketone (PEEK),N/A,Nitrogen Fertilizer
31,Polypropylene,N/A,Nitrogen Fertilizer
32,Polyurethane,N/A,Nitrogen Fertilizer
33,PPS (Ryton®),N/A,Nitrogen Fertilizer
34,PTFE,A - Excellent,Nitrogen Fertilizer
35,PVC,N/A,Nitrogen Fertilizer
36,PVDF (Kynar®),N/A,Nitrogen Fertilizer
37,Silicone,N/A,Nitrogen Fertilizer
38,stainless steel - 304,N/A,Nitrogen Fertilizer
39,stainless steel - 316,N/A,Nitrogen Fertilizer
40,Titanium,N/A,Nitrogen Fertilizer
41,Tygon®,N/A,Nitrogen Fertilizer
42,Viton®,N/A,Nitrogen Fertilizer
