,material,compatibility,chemical
0,,,Ethylene Oxide
1,ABS plastic,D - Poor,Ethylene Oxide
2,Acetal (Delrin®),D - Poor,Ethylene Oxide
3,Aluminum,D - Poor,Ethylene Oxide
4,Brass,D - Poor,Ethylene Oxide
5,Bronze,C - Fair,Ethylene Oxide
6,Buna N (Nitrile),D - Poor,Ethylene Oxide
7,Carbon graphite,A - Excellent,Ethylene Oxide
8,Carbon Steel,C - Fair,Ethylene Oxide
9,Carpenter 20,A - Excellent,Ethylene Oxide
10,Cast iron,D - Poor,Ethylene Oxide
11,Ceramic Al203,N/A,Ethylene Oxide
12,Ceramic magnet,N/A,Ethylene Oxide
13,ChemRaz (FFKM),C - Fair,Ethylene Oxide
14,Copper,D - Poor,Ethylene Oxide
15,CPVC,C1 - Fair,Ethylene Oxide
16,EPDM,C - Fair,Ethylene Oxide
17,Epoxy,D - Poor,Ethylene Oxide
18,Fluorocarbon (FKM),D - Poor,Ethylene Oxide
19,Hastelloy-C®,A - Excellent,Ethylene Oxide
20,Hypalon®,D - Poor,Ethylene Oxide
21,Hytrel®,A - Excellent,Ethylene Oxide
22,Kalrez,A - Excellent,Ethylene Oxide
23,Kel-F®,A - Excellent,Ethylene Oxide
24,LDPE,A - Excellent,Ethylene Oxide
25,Natural rubber,D - Poor,Ethylene Oxide
26,Neoprene,D - Poor,Ethylene Oxide
27,NORYL®,A1 - Excellent,Ethylene Oxide
28,Nylon,A1 - Excellent,Ethylene Oxide
29,Polycarbonate,C1 - Fair,Ethylene Oxide
30,Polyetherether Ketone (PEEK),A - Excellent,Ethylene Oxide
31,Polypropylene,D - Poor,Ethylene Oxide
32,Polyurethane,D - Poor,Ethylene Oxide
33,PPS (Ryton®),D - Poor,Ethylene Oxide
34,PTFE,A - Excellent,Ethylene Oxide
35,PVC,D - Poor,Ethylene Oxide
36,PVDF (Kynar®),A - Excellent,Ethylene Oxide
37,Silicone,D - Poor,Ethylene Oxide
38,stainless steel - 304,B - Good,Ethylene Oxide
39,stainless steel - 316,B - Good,Ethylene Oxide
40,Titanium,N/A,Ethylene Oxide
41,Tygon®,N/A,Ethylene Oxide
42,Viton®,D - Poor,Ethylene Oxide
