,material,compatibility,chemical
0,,,Phosphorus Trichloride
1,ABS plastic,D - Poor,Phosphorus Trichloride
2,Acetal (Delrin®),D - Poor,Phosphorus Trichloride
3,Aluminum,D - Poor,Phosphorus Trichloride
4,Brass,N/A,Phosphorus Trichloride
5,Bronze,N/A,Phosphorus Trichloride
6,Buna N (Nitrile),D - Poor,Phosphorus Trichloride
7,Carbon graphite,A - Excellent,Phosphorus Trichloride
8,Carbon Steel,A - Excellent,Phosphorus Trichloride
9,Carpenter 20,N/A,Phosphorus Trichloride
10,Cast iron,N/A,Phosphorus Trichloride
11,Ceramic Al203,N/A,Phosphorus Trichloride
12,Ceramic magnet,N/A,Phosphorus Trichloride
13,ChemRaz (FFKM),N/A,Phosphorus Trichloride
14,Copper,D - Poor,Phosphorus Trichloride
15,CPVC,D - Poor,Phosphorus Trichloride
16,EPDM,A1 - Excellent,Phosphorus Trichloride
17,Epoxy,A1 - Excellent,Phosphorus Trichloride
18,Fluorocarbon (FKM),A - Excellent,Phosphorus Trichloride
19,Hastelloy-C®,A2 - Excellent,Phosphorus Trichloride
20,Hypalon®,D - Poor,Phosphorus Trichloride
21,Hytrel®,N/A,Phosphorus Trichloride
22,Kalrez,A - Excellent,Phosphorus Trichloride
23,Kel-F®,A2 - Excellent,Phosphorus Trichloride
24,LDPE,B - Good,Phosphorus Trichloride
25,Natural rubber,D - Poor,Phosphorus Trichloride
26,Neoprene,D - Poor,Phosphorus Trichloride
27,NORYL®,N/A,Phosphorus Trichloride
28,Nylon,N/A,Phosphorus Trichloride
29,Polycarbonate,C - Fair,Phosphorus Trichloride
30,Polyetherether Ketone (PEEK),A - Excellent,Phosphorus Trichloride
31,Polypropylene,N/A,Phosphorus Trichloride
32,Polyurethane,N/A,Phosphorus Trichloride
33,PPS (Ryton®),A - Excellent,Phosphorus Trichloride
34,PTFE,A2 - Excellent,Phosphorus Trichloride
35,PVC,D - Poor,Phosphorus Trichloride
36,PVDF (Kynar®),A2 - Excellent,Phosphorus Trichloride
37,Silicone,N/A,Phosphorus Trichloride
38,stainless steel - 304,A1 - Excellent,Phosphorus Trichloride
39,stainless steel - 316,A2 - Excellent,Phosphorus Trichloride
40,Titanium,A - Excellent,Phosphorus Trichloride
41,Tygon®,N/A,Phosphorus Trichloride
42,Viton®,A1 - Excellent,Phosphorus Trichloride
