,material,compatibility,chemical
0,,,Calcium Hydroxide
1,ABS plastic,N/A,Calcium Hydroxide
2,Acetal (Delrin®),D - Poor,Calcium Hydroxide
3,Aluminum,C1 - Fair,Calcium Hydroxide
4,Brass,N/A,Calcium Hydroxide
5,Bronze,D - Poor,Calcium Hydroxide
6,Buna N (Nitrile),A - Excellent,Calcium Hydroxide
7,Carbon graphite,A - Excellent,Calcium Hydroxide
8,Carbon Steel,B - Good,Calcium Hydroxide
9,Carpenter 20,B - Good,Calcium Hydroxide
10,Cast iron,A - Excellent,Calcium Hydroxide
11,Ceramic Al203,A - Excellent,Calcium Hydroxide
12,Ceramic magnet,A - Excellent,Calcium Hydroxide
13,ChemRaz (FFKM),B - Good,Calcium Hydroxide
14,Copper,N/A,Calcium Hydroxide
15,CPVC,A2 - Excellent,Calcium Hydroxide
16,EPDM,A - Excellent,Calcium Hydroxide
17,Epoxy,A1 - Excellent,Calcium Hydroxide
18,Fluorocarbon (FKM),A - Excellent,Calcium Hydroxide
19,Hastelloy-C®,A - Excellent,Calcium Hydroxide
20,Hypalon®,A - Excellent,Calcium Hydroxide
21,Hytrel®,B1 - Good,Calcium Hydroxide
22,Kalrez,A - Excellent,Calcium Hydroxide
23,Kel-F®,A - Excellent,Calcium Hydroxide
24,LDPE,A2 - Excellent,Calcium Hydroxide
25,Natural rubber,A - Excellent,Calcium Hydroxide
26,Neoprene,A - Excellent,Calcium Hydroxide
27,NORYL®,A2 - Excellent,Calcium Hydroxide
28,Nylon,A2 - Excellent,Calcium Hydroxide
29,Polycarbonate,D - Poor,Calcium Hydroxide
30,Polyetherether Ketone (PEEK),A - Excellent,Calcium Hydroxide
31,Polypropylene,A2 - Excellent,Calcium Hydroxide
32,Polyurethane,D - Poor,Calcium Hydroxide
33,PPS (Ryton®),A - Excellent,Calcium Hydroxide
34,PTFE,A - Excellent,Calcium Hydroxide
35,PVC,B - Good,Calcium Hydroxide
36,PVDF (Kynar®),A2 - Excellent,Calcium Hydroxide
37,Silicone,A - Excellent,Calcium Hydroxide
38,stainless steel - 304,B1 - Good,Calcium Hydroxide
39,stainless steel - 316,B - Good,Calcium Hydroxide
40,Titanium,A - Excellent,Calcium Hydroxide
41,Tygon®,B2 - Good,Calcium Hydroxide
42,Viton®,A - Excellent,Calcium Hydroxide
