,material,compatibility,chemical
0,,,Adipic Acid
1,ABS plastic,N/A,Adipic Acid
2,Acetal (Delrin®),N/A,Adipic Acid
3,Aluminum,A - Excellent,Adipic Acid
4,Brass,N/A,Adipic Acid
5,Bronze,N/A,Adipic Acid
6,Buna N (Nitrile),C - Fair,Adipic Acid
7,Carbon graphite,A2 - Excellent,Adipic Acid
8,Carbon Steel,B - Good,Adipic Acid
9,Carpenter 20,N/A,Adipic Acid
10,Cast iron,A - Excellent,Adipic Acid
11,Ceramic Al203,N/A,Adipic Acid
12,Ceramic magnet,N/A,Adipic Acid
13,ChemRaz (FFKM),A - Excellent,Adipic Acid
14,Copper,D - Poor,Adipic Acid
15,CPVC,A2 - Excellent,Adipic Acid
16,EPDM,A2 - Excellent,Adipic Acid
17,Epoxy,A - Excellent,Adipic Acid
18,Fluorocarbon (FKM),A - Excellent,Adipic Acid
19,Hastelloy-C®,N/A,Adipic Acid
20,Hypalon®,N/A,Adipic Acid
21,Hytrel®,N/A,Adipic Acid
22,Kalrez,A - Excellent,Adipic Acid
23,Kel-F®,N/A,Adipic Acid
24,LDPE,A - Excellent,Adipic Acid
25,Natural rubber,A1 - Excellent,Adipic Acid
26,Neoprene,C - Fair,Adipic Acid
27,NORYL®,N/A,Adipic Acid
28,Nylon,N/A,Adipic Acid
29,Polycarbonate,N/A,Adipic Acid
30,Polyetherether Ketone (PEEK),N/A,Adipic Acid
31,Polypropylene,B2 - Good,Adipic Acid
32,Polyurethane,A - Excellent,Adipic Acid
33,PPS (Ryton®),N/A,Adipic Acid
34,PTFE,A - Excellent,Adipic Acid
35,PVC,A2 - Excellent,Adipic Acid
36,PVDF (Kynar®),A2 - Excellent,Adipic Acid
37,Silicone,N/A,Adipic Acid
38,stainless steel - 304,A1 - Excellent,Adipic Acid
39,stainless steel - 316,A2 - Excellent,Adipic Acid
40,Titanium,N/A,Adipic Acid
41,Tygon®,A2 - Excellent,Adipic Acid
42,Viton®,A2 - Excellent,Adipic Acid
