,material,compatibility,chemical
0,,,Trichloroacetic Acid
1,ABS plastic,B - Good,Trichloroacetic Acid
2,Acetal (Delrin®),B - Good,Trichloroacetic Acid
3,Aluminum,A - Excellent,Trichloroacetic Acid
4,Brass,N/A,Trichloroacetic Acid
5,Bronze,A - Excellent,Trichloroacetic Acid
6,Buna N (Nitrile),A - Excellent,Trichloroacetic Acid
7,Carbon graphite,A - Excellent,Trichloroacetic Acid
8,Carbon Steel,D - Poor,Trichloroacetic Acid
9,Carpenter 20,C - Fair,Trichloroacetic Acid
10,Cast iron,N/A,Trichloroacetic Acid
11,Ceramic Al203,N/A,Trichloroacetic Acid
12,Ceramic magnet,N/A,Trichloroacetic Acid
13,ChemRaz (FFKM),N/A,Trichloroacetic Acid
14,Copper,N/A,Trichloroacetic Acid
15,CPVC,N/A,Trichloroacetic Acid
16,EPDM,A - Excellent,Trichloroacetic Acid
17,Epoxy,A - Excellent,Trichloroacetic Acid
18,Fluorocarbon (FKM),A - Excellent,Trichloroacetic Acid
19,Hastelloy-C®,N/A,Trichloroacetic Acid
20,Hypalon®,N/A,Trichloroacetic Acid
21,Hytrel®,N/A,Trichloroacetic Acid
22,Kalrez,N/A,Trichloroacetic Acid
23,Kel-F®,A - Excellent,Trichloroacetic Acid
24,LDPE,A1 - Excellent,Trichloroacetic Acid
25,Natural rubber,N/A,Trichloroacetic Acid
26,Neoprene,A - Excellent,Trichloroacetic Acid
27,NORYL®,A - Excellent,Trichloroacetic Acid
28,Nylon,A1 - Excellent,Trichloroacetic Acid
29,Polycarbonate,A1 - Excellent,Trichloroacetic Acid
30,Polyetherether Ketone (PEEK),N/A,Trichloroacetic Acid
31,Polypropylene,A - Excellent,Trichloroacetic Acid
32,Polyurethane,A - Excellent,Trichloroacetic Acid
33,PPS (Ryton®),A - Excellent,Trichloroacetic Acid
34,PTFE,A - Excellent,Trichloroacetic Acid
35,PVC,A - Excellent,Trichloroacetic Acid
36,PVDF (Kynar®),A - Excellent,Trichloroacetic Acid
37,Silicone,N/A,Trichloroacetic Acid
38,stainless steel - 304,A - Excellent,Trichloroacetic Acid
39,stainless steel - 316,A - Excellent,Trichloroacetic Acid
40,Titanium,N/A,Trichloroacetic Acid
41,Tygon®,N/A,Trichloroacetic Acid
42,Viton®,A - Excellent,Trichloroacetic Acid
