,material,compatibility,chemical
0,,,Chromic Acid 10%
1,ABS plastic,B - Good,Chromic Acid 10%
2,Acetal (Delrin®),D - Poor,Chromic Acid 10%
3,Aluminum,D - Poor,Chromic Acid 10%
4,Brass,D - Poor,Chromic Acid 10%
5,Bronze,D - Poor,Chromic Acid 10%
6,Buna N (Nitrile),D - Poor,Chromic Acid 10%
7,Carbon graphite,A - Excellent,Chromic Acid 10%
8,Carbon Steel,D - Poor,Chromic Acid 10%
9,Carpenter 20,D - Poor,Chromic Acid 10%
10,Cast iron,D - Poor,Chromic Acid 10%
11,Ceramic Al203,A - Excellent,Chromic Acid 10%
12,Ceramic magnet,N/A,Chromic Acid 10%
13,ChemRaz (FFKM),A - Excellent,Chromic Acid 10%
14,Copper,D - Poor,Chromic Acid 10%
15,CPVC,A2 - Excellent,Chromic Acid 10%
16,EPDM,C - Fair,Chromic Acid 10%
17,Epoxy,D - Poor,Chromic Acid 10%
18,Fluorocarbon (FKM),A - Excellent,Chromic Acid 10%
19,Hastelloy-C®,A - Excellent,Chromic Acid 10%
20,Hypalon®,C - Fair,Chromic Acid 10%
21,Hytrel®,D - Poor,Chromic Acid 10%
22,Kalrez,A - Excellent,Chromic Acid 10%
23,Kel-F®,A - Excellent,Chromic Acid 10%
24,LDPE,D - Poor,Chromic Acid 10%
25,Natural rubber,D - Poor,Chromic Acid 10%
26,Neoprene,D - Poor,Chromic Acid 10%
27,NORYL®,A1 - Excellent,Chromic Acid 10%
28,Nylon,D - Poor,Chromic Acid 10%
29,Polycarbonate,B - Good,Chromic Acid 10%
30,Polyetherether Ketone (PEEK),D - Poor,Chromic Acid 10%
31,Polypropylene,D - Poor,Chromic Acid 10%
32,Polyurethane,D - Poor,Chromic Acid 10%
33,PPS (Ryton®),A - Excellent,Chromic Acid 10%
34,PTFE,A - Excellent,Chromic Acid 10%
35,PVC,A2 - Excellent,Chromic Acid 10%
36,PVDF (Kynar®),A - Excellent,Chromic Acid 10%
37,Silicone,C - Fair,Chromic Acid 10%
38,stainless steel - 304,B - Good,Chromic Acid 10%
39,stainless steel - 316,B - Good,Chromic Acid 10%
40,Titanium,B - Good,Chromic Acid 10%
41,Tygon®,C - Fair,Chromic Acid 10%
42,Viton®,B - Good,Chromic Acid 10%
